index_oligo,RBP_RC3H1_aff_50
2054,0.0
2055,0.0
2056,0.0
2057,0.0
2058,0.0
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.0
2071,0.0
2072,0.0
2073,0.0
2074,4.1434894
2075,4.1434894
2076,4.1434894
2077,4.1434894
2078,4.1434894
2079,4.1434894
2080,4.1434894
2081,4.1434894
2082,4.1434894
2083,0.0
2084,0.0
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2090,0.0
2091,0.0
2092,0.0
2093,0.0
2094,0.0
2095,0.0
2096,0.0
2097,0.0
2098,0.0
2099,0.0
2100,0.0
2101,3.946999
2102,3.946999
2103,3.946999
2104,3.946999
2105,3.946999
2106,3.946999
2107,3.946999
2108,3.946999
2109,3.946999
2110,3.946999
2111,3.946999
2112,11.866338
2113,0.0
2114,0.0
2115,0.0
2116,0.0
2117,0.0
2118,0.0
2119,0.0
2120,0.0
2121,4.0625277
2122,0.0
2123,0.0
2124,3.7506907
2125,3.7506907
2126,0.0
2127,0.0
2128,0.0
2129,0.0
2130,0.0
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,4.012745
2136,0.0
2137,4.2698812
2138,0.0
2139,0.0
2140,0.0
2141,0.0
2142,0.0
2143,0.0
2144,0.0
2145,0.0
2146,0.0
2147,0.0
2148,0.0
2149,0.0
2150,0.0
2151,0.0
2152,9.010852
2153,0.0
2154,0.0
2155,0.0
2156,0.0
2157,0.0
2158,3.3200324
2159,0.0
2160,0.0
2161,0.0
2162,0.0
2163,4.138854
2164,0.0
2165,0.0
2166,0.0
2167,8.491661
2168,0.0
2169,4.4845223
2170,0.0
2171,0.0
2172,0.0
2173,0.0
2174,0.0
2175,0.0
2176,0.0
2177,0.0
2178,0.0
2179,3.965332
2180,0.0
2181,0.0
2182,0.0
2183,4.096359
2184,0.0
2185,0.0
2186,4.5263295
2187,4.2698812
2188,8.58157
2189,4.2698812
2190,0.0
2191,0.0
2192,0.0
2193,0.0
2194,0.0
2195,0.0
2196,0.0
2197,4.138166
2198,0.0
2199,0.0
2200,0.0
2201,10.408215
2202,0.0
2203,0.0
2204,10.834588
2205,0.0
2206,0.0
2207,0.0
2208,0.0
2209,0.0
2210,3.3777335
2211,3.3777335
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,0.0
2218,0.0
2219,0.0
2220,0.0
2221,0.0
2222,0.0
2223,0.0
2224,0.0
2225,0.0
2226,0.0
2227,0.0
2228,0.0
2229,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,0.0
2239,0.0
2240,0.0
2241,0.0
2242,0.0
2243,0.0
2244,0.0
2245,0.0
2246,0.0
2247,12.184218
2248,12.184218
2249,12.184218
2250,12.184218
2251,12.184218
2252,12.184218
2253,12.184218
2254,0.0
2255,0.0
2256,0.0
2257,0.0
2258,4.124561
2259,0.0
2260,0.0
2261,0.0
2262,0.0
2263,0.0
2264,0.0
2265,0.0
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,4.7943716
2271,0.0
2272,0.0
2273,0.0
2274,0.0
2275,0.0
2276,0.0
2277,0.0
2278,0.0
2279,0.0
2280,0.0
2281,0.0
2282,0.0
2283,0.0
2284,0.0
2285,0.0
2286,0.0
2287,0.0
2288,0.0
2289,0.0
2290,0.0
2291,0.0
2292,3.9098127
2293,3.9098127
2294,0.0
2295,0.0
2296,0.0
2297,0.0
2298,0.0
2299,0.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,0.0
2306,4.196102
2307,4.196102
2308,0.0
2309,0.0
2310,0.0
2311,0.0
2312,0.0
2313,0.0
2314,0.0
2315,0.0
2316,0.0
2317,0.0
2318,0.0
2319,0.0
2320,0.0
2321,0.0
2322,0.0
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,0.0
2328,0.0
2329,0.0
2330,0.0
2331,0.0
2332,0.0
2333,0.0
2334,0.0
2335,0.0
2336,0.0
2337,0.0
2338,0.0
2339,0.0
2340,0.0
2341,0.0
2342,0.0
2343,0.0
2344,0.0
2345,0.0
2346,0.0
2347,3.7506907
2348,3.7506907
2349,0.0
2350,0.0
2351,0.0
2352,0.0
2353,3.6663885
2354,0.0
2355,0.0
2356,8.449854
2357,0.0
2358,3.9235249
2359,0.0
2360,0.0
2361,0.0
2362,0.0
2363,0.0
2364,0.0
2365,4.138854
2366,0.0
2367,0.0
2368,0.0
2369,4.6998515
2370,0.0
2371,0.0
2372,0.0
2373,0.0
2374,8.15091
2375,3.965332
2376,4.4845223
2377,0.0
2378,0.0
2379,0.0
2380,3.6663885
2381,3.3200324
2382,0.0
2383,0.0
2384,0.0
2385,0.0
2386,17.41278
2387,4.138854
2388,8.408047
2389,0.0
2390,4.353495
2391,0.0
2392,0.0
2393,0.0
2394,0.0
2395,0.0
2396,0.0
2397,0.0
2398,0.0
2399,0.0
2400,0.0
2401,4.2698812
2402,0.0
2403,4.012745
2404,0.0
2405,0.0
2406,0.0
2407,0.0
2408,3.9235249
2409,4.442715
2410,0.0
2411,0.0
2412,0.0
2413,0.0
2414,0.0
2415,0.0
2416,0.0
2417,0.0
2418,0.0
2419,4.400908
2420,0.0
2421,0.0
2422,0.0
2423,0.0
2424,0.0
2425,0.0
2426,0.0
2427,0.0
2428,0.0
2429,0.0
2430,6.0338473
2431,4.3212466
2432,0.0
2433,0.0
2434,0.0
2435,0.0
2436,10.424069
2437,5.194791
2438,10.976115
2439,0.0
2440,0.0
2441,0.0
2442,0.0
2443,0.0
2444,4.2867594
2445,3.5411365
2446,0.0
2447,4.349048
2448,0.0
2449,0.0
2450,0.0
2451,10.417383
2452,3.5411365
2453,0.0
2454,0.0
2455,0.0
2456,0.0
2457,0.0
2458,0.0
2459,0.0
2460,0.0
2461,0.0
2462,0.0
2463,0.0
2464,0.0
2465,0.19023399
2466,4.383536
2467,4.383536
2468,4.383536
2469,0.124601826
2470,0.0
2471,0.0
2472,0.0
2473,0.0
2474,0.0
2475,5.160303
2476,0.0
2477,0.0
2478,6.006046
2479,0.0
2480,0.0
2481,0.0
2482,0.0
2483,0.0
2484,0.0
2485,0.0
2486,0.0
2487,0.0
2488,0.0
2489,3.5411365
2490,0.0
2491,0.0
2492,0.0
2493,0.0
2494,0.0
2495,0.0
2496,0.0
2497,0.0
2498,0.0
2499,6.0338473
2500,0.0
2501,0.0
2502,3.509992
2503,0.0
2504,0.0
2505,0.0
2506,0.0
2507,0.0
2508,0.0
2509,0.0
2510,0.0
2511,0.0
2512,0.0
2513,0.0
2514,0.0
2515,0.0
2516,0.0
2517,4.388969
2518,0.0
2519,0.0
2520,0.0
2521,0.0
2522,3.63871
2523,0.0
2524,0.0
2525,4.388969
2526,0.0
2527,0.0
2528,0.0
2529,0.0
2530,0.0
2531,0.0
2532,0.0
2533,0.0
2534,14.68589
2535,0.0
2536,0.0
2537,0.0
2538,0.0
2539,0.0
2540,0.0
2541,3.63871
2542,0.0
2543,3.8529778
2544,0.0
2545,0.0
2546,5.308695
2547,0.0
2548,0.0
2549,0.0
2550,0.0
2551,0.0
2552,0.0
2553,0.0
2554,0.0
2555,0.0
2556,0.0
2557,0.0
2558,0.0
2559,0.0
2560,0.0
2561,0.0
2562,0.0
2563,0.0
2564,3.3169863
2565,0.0
2566,0.0
2567,0.0
2568,0.0
2569,0.0
2570,0.0
2571,0.0
2572,0.0
2573,0.0
2574,3.3169863
2575,3.5146883
2576,0.0
2577,0.0
2578,0.0
2579,0.0
2580,7.7059555
2581,0.0
2582,0.0
2583,4.0506797
2584,3.4393625
2585,0.0
2586,3.8023455
2587,0.0
2588,0.0
2589,0.0
2590,0.0
2591,0.0
2592,3.9535334
2593,0.0
2594,3.9535334
2595,0.0
2596,0.0
2597,0.0
2598,0.0
2599,0.0
2600,0.0
2601,0.0
2602,0.0
2603,0.0
2604,0.0
2605,0.0
2606,0.0
2607,0.0
2608,0.0
2609,0.0
2610,10.652941
2611,0.0
2612,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,0.0
2621,4.602431
2622,0.0
2623,0.0
2624,0.0
2625,0.0
2626,0.0
2627,0.0
2628,0.0
2629,0.0
2630,0.0
2631,0.0
2632,0.0
2633,0.0
2634,0.0
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0
2640,0.0
2641,0.0
2642,0.0
2643,0.0
2644,0.0
2645,3.8023455
2646,3.574089
2647,0.0
2648,0.0
2649,0.0
2650,0.0
2651,0.0
2652,0.0
2653,0.0
2654,0.0
2655,0.0
2656,0.0
2657,0.0
2658,10.793906
2659,3.3592193
2660,3.3592193
2661,0.0
2662,0.0
2663,0.0
2664,0.0
2665,4.1207104
2666,5.6436925
2667,0.0
2668,0.0
2669,0.0
2670,0.0
2671,0.0
2672,0.0
2673,0.0
2674,0.0
2675,0.0
2676,3.3592193
2677,10.793906
2678,3.3592193
2679,0.0
2680,0.0
2681,0.0
2682,0.0
2683,0.0
2684,10.793906
2685,0.0
2686,3.3592193
2687,4.6730065
2688,0.0
2689,0.29926834
2690,0.0
2691,0.0
2692,3.3777335
2693,0.0
2694,0.0
2695,0.0
2696,0.0
2697,0.0
2698,4.8771
2699,0.0
2700,0.0
2701,3.475654
2702,10.736668
2703,0.0
2704,0.0
2705,0.0
2706,0.0
2707,0.0
2708,5.618215
2709,0.0
2710,0.0
2711,0.0
2712,0.0
2713,0.0
2714,0.0
2715,0.0
2716,0.0
2717,0.0
2718,3.3777335
2719,0.0
2720,0.0
2721,0.0
2722,0.0
2723,0.0
2724,0.31534553
2725,0.0
2726,0.0
2727,0.0
2728,0.0
2729,0.0
2730,0.0
2731,0.0
2732,3.52747
2733,3.521758
2734,3.521758
2735,3.521758
2736,4.9693084
2737,0.0
2738,0.0
2739,0.0
2740,0.0
2741,0.0
2742,0.2692413
2743,0.0
2744,0.0
2745,0.0
2746,0.0
2747,4.274297
2748,0.0
2749,0.0
2750,0.0
2751,0.0
2752,0.0
2753,3.4238377
2754,0.0
2755,0.0
2756,4.176377
2757,0.0
2758,7.0953326
2759,0.0
2760,4.8771
2761,0.0
2762,0.0
2763,0.0
2764,0.0
2765,0.0
2766,3.52747
2767,0.0
2768,0.0
2769,0.0
2770,9.650567
2771,0.0
2772,0.0
2773,3.3316293
2774,0.0
2775,0.0
2776,0.0
2777,0.0
2778,0.0
2779,0.0
2780,0.0
2781,4.7791796
2782,4.7791796
2783,4.7791796
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,0.0
2789,0.0
2790,0.0
2791,0.0
2792,0.0
2793,0.0
2794,0.0
2795,0.0
2796,0.0
2797,0.0
2798,0.0
2799,0.0
2800,0.0
2801,0.0
2802,0.0
2803,0.0
2804,0.0
2805,10.834588
2806,4.4573035
2807,0.0
2808,4.4573035
2809,4.4573035
2810,0.0
2811,0.0
2812,0.0
2813,0.0
2814,0.0
2815,0.0
2816,0.0
2817,0.0
2818,0.0
2819,0.0
2820,0.0
2821,0.0
2822,0.0
2823,0.0
2824,0.0
2825,0.0
2826,4.4573035
2827,4.4573035
2828,0.0
2829,0.0
2830,0.0
2831,0.0
2832,0.0
2833,0.0
2834,0.0
2835,0.0
2836,0.0
2837,0.0
2838,0.0
2839,0.0
2840,0.0
2841,0.0
2842,0.0
2843,3.6255283
2844,4.4573035
2845,0.0
2846,0.0
2847,0.0
2848,0.0
2849,0.0
2850,0.0
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,0.0
2857,0.0
2858,0.0
2859,0.0
2860,0.0
2861,0.0
2862,0.0
2863,0.0
2864,0.0
2865,0.0
2866,0.0
2867,0.0
2868,0.0
2869,0.0
2870,0.0
2871,0.0
2872,0.0
2873,0.0
2874,0.0
2875,0.0
2876,0.0
2877,0.0
2878,0.0
2879,0.0
2880,0.0
2881,0.0
2882,0.0
2883,10.28374
2884,0.0
2885,0.0
2886,0.0
2887,0.0
2888,0.0
2889,0.0
2890,0.0
2891,0.0
2892,0.0
2893,0.0
2894,0.0
2895,0.0
2896,0.0
2897,0.0
2898,0.0
2899,0.0
2900,0.0
2901,0.0
2902,0.0
2903,0.0
2904,0.0
2905,4.443355
2906,4.443355
2907,0.0
2908,0.0
2909,0.0
2910,0.0
2911,0.0
2912,0.0
2913,0.0
2914,4.3359437
2915,0.0
2916,0.0
2917,0.0
2918,0.0
2919,11.198122
2920,0.0
2921,0.0
2922,0.0
2923,0.0
2924,0.0
2925,0.0
2926,0.0
2927,0.0
2928,0.0
2929,0.0
2930,0.0
2931,17.805098
2932,4.6877017
2933,0.0
2934,0.0
2935,0.0
2936,0.0
2937,0.0
2938,0.0
2939,4.3881516
2940,0.0
2941,4.3871784
2942,4.28965
2943,4.539911
2944,4.539911
2945,0.0
2946,0.0
2947,0.0
2948,0.0
2949,0.0
2950,4.5339966
2951,4.5339966
2952,0.0
2953,0.0
2954,0.0
2955,0.0
2956,0.0
2957,0.0
2958,0.0
2959,0.0
2960,0.0
2961,0.0
2962,0.0
2963,0.0
2964,0.0
2965,0.0
2966,0.0
2967,0.0
2968,0.0
2969,0.0
2970,0.0
2971,0.0
2972,4.2170973
2973,4.2170973
2974,4.2170973
2975,4.2170973
2976,4.2170973
2977,4.2170973
2978,4.2170973
2979,4.2170973
2980,4.2170973
2981,4.2170973
2982,0.0
2983,0.0
2984,0.0
2985,4.1493297
2986,4.1493297
2987,4.1493297
2988,4.1493297
2989,0.0
2990,0.0
2991,0.0
2992,0.0
2993,0.0
2994,0.0
2995,0.0
2996,0.0
2997,0.0
2998,0.0
2999,4.389272
3000,4.389272
3001,4.389272
3002,4.389272
3003,4.389272
3004,4.389272
3005,4.389272
3006,4.389272
3007,0.0
3008,0.0
3009,0.0
3010,0.0
3011,4.769361
3012,0.0
3013,0.0
3014,0.0
3015,0.0
3016,0.0
3017,0.0
3018,0.0
3019,0.0
3020,0.0
3021,0.0
3022,0.0
3023,0.0
3024,6.269175
3025,0.0
3026,3.5971842
3027,3.5971842
3028,3.5971842
3029,0.0
3030,0.0
3031,0.0
3032,4.9331794
3033,4.0916376
3034,0.0
3035,0.0
3036,0.0
3037,0.0
3038,0.0
3039,0.0
3040,0.0
3041,0.0
3042,0.0
3043,0.0
3044,0.0
3045,0.0
3046,0.0
3047,0.0
3048,0.0
3049,0.0
3050,0.0
3051,0.0
3052,0.0
3053,0.0
3054,0.0
3055,0.0
3056,0.0
3057,11.591391
3058,0.0
3059,3.9083676
3060,0.0
3061,0.0
3062,0.0
3063,0.0
3064,0.0
3065,0.0
3066,0.0
3067,3.2500956
3068,0.0
3069,4.7499094
3070,0.0
3071,4.769361
3072,4.0916376
3073,0.0
3074,5.427633
3075,0.0
3076,0.0
3077,0.0
3078,15.024756
3079,0.0
3080,5.427633
3081,0.0
3082,0.0
3083,0.0
3084,0.0
3085,4.400377
3086,0.0
3087,0.0
3088,0.0
3089,0.0
3090,0.0
3091,0.0
3092,0.0
3093,0.0
3094,0.0
3095,0.0
3096,4.2507844
3097,0.0
3098,0.0
3099,0.0
3100,15.343344
3101,15.343344
3102,4.359999
3103,4.359999
3104,4.359999
3105,0.0
3106,0.0
3107,0.0
3108,0.0
3109,0.0
3110,0.0
3111,0.0
3112,0.0
3113,0.0
3114,8.571301
3115,8.571301
3116,8.571301
3117,8.571301
3118,4.2856507
3119,4.2856507
3120,4.290267
3121,4.290267
3122,4.290267
3123,4.290267
3124,0.0
3125,0.0
3126,0.0
3127,0.0
3128,11.133832
3129,11.133832
3130,11.133832
3131,0.0
3132,0.0
3133,0.0
3134,0.0
3135,0.0
3136,0.0
3137,0.0
3138,0.0
3139,4.290267
3140,4.290267
3141,0.0
3142,0.0
3143,0.0
3144,0.0
3145,4.290267
3146,4.290267
3147,4.290267
3148,4.471004
3149,0.0
3150,0.0
3151,0.0
3152,0.0
3153,0.0
3154,0.0
3155,4.325133
3156,0.0
3157,0.0
3158,0.0
3159,0.0
3160,0.0
3161,0.0
3162,4.400377
3163,0.0
3164,0.0
3165,0.0
3166,0.0
3167,0.0
3168,0.0
3169,0.0
3170,0.0
3171,0.0
3172,0.0
3173,0.0
3174,0.0
3175,0.0
3176,0.0
3177,0.0
3178,0.0
3179,0.0
3180,0.0
3181,0.0
3182,0.0
3183,0.0
3184,0.0
3185,0.0
3186,0.0
3187,0.0
3188,0.0
3189,0.0
3190,0.0
3191,0.0
3192,4.1292562
3193,0.0
3194,0.0
3195,0.0
3196,0.0
3197,0.0
3198,0.0
3199,3.8529778
3200,0.0
3201,0.0
3202,0.0
3203,11.368904
3204,0.0
3205,0.0
3206,10.511189
3207,0.0
3208,0.0
3209,0.0
3210,0.0
3211,0.0
3212,0.0
3213,0.0
3214,0.0
3215,0.0
3216,0.0
3217,6.019405
3218,0.0
3219,0.0
3220,0.0
3221,0.0
3222,0.0
3223,0.0
3224,0.0
3225,4.191267
3226,0.0
3227,6.741429
3228,0.0
3229,0.0
3230,0.0
3231,0.0
3232,4.174701
3233,0.0
3234,0.0
3235,0.0
3236,4.512991
3237,14.945603
3238,0.0
3239,0.0
3240,0.0
3241,0.0
3242,0.0
3243,0.0
3244,4.769361
3245,4.769361
3246,0.0
3247,0.0
3248,0.0
3249,0.0
3250,0.0
3251,0.0
3252,0.0
3253,0.0
3254,0.0
3255,0.0
3256,0.0
3257,0.0
3258,0.0
3259,0.0
3260,0.0
3261,0.0
3262,0.0
3263,0.0
3264,0.0
3265,0.0
3266,0.0
3267,0.0
3268,0.0
3269,4.9331794
3270,4.9331794
3271,4.9331794
3272,4.9331794
3273,0.0
3274,0.0
3275,0.0
3276,0.0
3277,0.0
3278,0.0
3279,0.0
3280,0.0
3281,0.0
3282,0.0
3283,6.085905
3284,6.085905
3285,13.649811
3286,0.0
3287,0.0
3288,0.0
3289,0.0
3290,0.0
3291,0.0
3292,0.0
3293,0.0
3294,0.0
3295,0.0
3296,0.0
3297,4.111089
3298,0.0
3299,0.08596557
3300,5.244363
3301,0.0
3302,0.0
3303,0.0
3304,0.0
3305,0.0
3306,3.4139142
3307,3.4139142
3308,3.4139142
3309,3.4139142
3310,0.0
3311,0.0
3312,0.0
3313,0.0
3314,0.0
3315,0.0
3316,0.0
3317,0.0
3318,0.0
3319,0.0
3320,0.0
3321,0.0
3322,0.0
3323,0.0
3324,0.0
3325,0.0
3326,0.0
3327,0.0
3328,0.0
3329,0.0
3330,0.0
3331,0.0
3332,0.0
3333,0.0
3334,0.0
3335,0.0
3336,0.0
3337,0.0
3338,0.0
3339,0.0
3340,0.0
3341,0.0
3342,0.0
3343,0.0
3344,0.0
3345,0.0
3346,0.0
3347,0.0
3348,0.0
3349,0.0
3350,0.0
3351,0.0
3352,0.0
3353,0.0
3354,0.0
3355,0.0
3356,0.0
3357,0.0
3358,0.0
3359,0.0
3360,0.0
3361,0.0
3362,0.0
3363,0.0
3364,0.0
3365,0.0
3366,0.0
3367,0.0
3368,0.0
3369,0.0
3370,0.0
3371,0.0
3372,0.0
3373,0.0
3374,0.0
3375,0.0
3376,0.0
3377,0.0
3378,0.0
3379,0.0
3380,0.0
3381,0.0
3382,0.0
3383,0.0
3384,0.0
3385,0.0
3386,0.0
3387,0.0
3388,0.0
3389,0.0
3390,0.0
3391,0.0
3392,0.0
3393,0.0
3394,0.0
3395,0.0
3396,4.045189
3397,3.641116
3398,0.0
3399,0.0
3400,0.0
3401,0.0
3402,0.0
3403,0.0
3404,4.01836
3405,0.0
3406,0.0
3407,0.0
3408,3.2102141
3409,13.482713
3410,0.0
3411,0.0
3412,0.0
3413,0.0
3414,0.0
3415,3.600873
3416,3.600873
3417,0.0
3418,3.2236283
3419,0.0
3420,0.0
3421,0.0
3422,0.0
3423,0.0
3424,0.0
3425,0.0
3426,0.0
3427,0.0
3428,0.0
3429,0.0
3430,0.0
3431,0.0
3432,4.045189
3433,0.0
3434,0.0
3435,0.0
3436,0.0
3437,3.641116
3438,0.0
3439,9.478919
3440,17.348198
3441,0.0
3442,0.0
3443,0.0
3444,0.0
3445,0.0
3446,0.0
3447,0.0
3448,0.0
3449,0.0
3450,0.0
3451,0.0
3452,4.537423
3453,0.0
3454,0.0
3455,10.676572
3456,0.0
3457,4.004946
3458,0.0
3459,3.7292767
3460,0.0
3461,0.0
3462,0.0
3463,0.0
3464,0.0
3465,0.0
3466,0.0
3467,0.0
3468,0.0
3469,0.0
3470,0.0
3471,3.6277015
3472,0.0
3473,2.9196718
3474,2.9196718
3475,0.0
3476,0.0
3477,0.0
3478,3.9127543
3479,3.9127543
3480,0.0
3481,0.0
3482,0.0
3483,0.0
3484,0.0
3485,0.0
3486,0.0
3487,0.0
3488,0.0
3489,0.0
3490,0.0
3491,0.0
3492,0.0
3493,0.0
3494,0.0
3495,0.0
3496,0.0
3497,0.0
3498,0.0
3499,0.0
3500,0.0
3501,0.0
3502,0.0
3503,0.0
3504,0.0
3505,0.0
3506,0.0
3507,0.0
3508,0.0
3509,0.0
3510,0.0
3511,0.0
3512,0.0
3513,0.0
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.0
3519,2.9196718
3520,0.0
3521,0.0
3522,0.0
3523,0.0
3524,0.0
3525,0.0
3526,0.0
3527,0.0
3528,0.0
3529,0.0
3530,3.5958555
3531,3.5958555
3532,3.5958555
3533,0.0
3534,0.0
3535,0.0
3536,0.0
3537,0.0
3538,0.0
3539,0.0
3540,0.0
3541,15.411561
3542,0.0
3543,0.0
3544,0.0
3545,17.39695
3546,17.39695
3547,0.0
3548,0.0
3549,0.0
3550,4.3021116
3551,3.6797414
3552,0.0
3553,0.0
3554,0.0
3555,0.0
3556,0.0
3557,0.0
3558,10.894923
3559,0.0
3560,0.0
3561,0.0
3562,4.388969
3563,0.0
3564,0.0
3565,0.0
3566,0.0
3567,0.0
3568,0.0
3569,0.0
3570,4.388969
3571,3.8529778
3572,0.0
3573,0.0
3574,0.0
3575,0.0
3576,0.0
3577,0.0
3578,0.0
3579,0.0
3580,0.0
3581,0.0
3582,0.0
3583,0.0
3584,0.0
3585,0.0
3586,3.63871
3587,0.0
3588,3.8529778
3589,0.0
3590,0.0
3591,0.0
3592,0.0
3593,0.0
3594,10.511189
3595,0.0
3596,0.0
3597,0.0
3598,0.0
3599,0.0
3600,0.0
3601,0.0
3602,0.0
3603,0.0
3604,0.0
3605,0.0
3606,0.0
3607,0.0
3608,7.339431
3609,3.3169863
3610,3.8529778
3611,0.0
3612,0.0
3613,0.0
3614,0.0
3615,0.0
3616,0.0
3617,0.0
3618,0.0
3619,0.0
3620,3.5146883
3621,0.0
3622,0.0
3623,0.0
3624,0.0
3625,7.7059555
3626,3.2549756
3627,0.0
3628,4.0506797
3629,0.0
3630,0.0
3631,0.0
3632,0.0
3633,0.0
3634,0.0
3635,0.0
3636,0.0
3637,0.0
3638,3.764207
3639,3.764207
3640,3.764207
3641,0.0
3642,0.0
3643,3.596814
3644,0.0
3645,0.0
3646,0.0
3647,3.1104283
3648,13.885803
3649,10.775375
3650,3.5300996
3651,0.0
3652,0.0
3653,3.764207
3654,0.0
3655,0.0
3656,4.536835
3657,4.183878
3658,0.0
3659,0.0
3660,0.0
3661,0.0
3662,0.0
3663,3.764207
3664,3.764207
3665,0.0
3666,0.0
3667,0.0
3668,0.0
3669,0.0
3670,0.0
3671,0.0
3672,0.0
3673,0.0
3674,0.0
3675,0.0
3676,0.0
3677,0.0
3678,0.0
3679,0.0
3680,0.0
3681,0.0
3682,0.0
3683,0.0
3684,0.0
3685,0.0
3686,13.885803
3687,10.775375
3688,0.0
3689,0.0
3690,0.0
3691,0.0
3692,0.0
3693,3.949771
3694,3.949771
3695,3.4633853
3696,3.4633853
3697,3.4633853
3698,0.0
3699,10.255025
3700,10.255025
3701,10.255025
3702,10.255025
3703,3.5300996
3704,3.5300996
3705,3.5300996
3706,0.0
3707,0.0
3708,0.0
3709,0.0
3710,4.443355
3711,0.0
3712,0.0
3713,0.0
3714,0.0
3715,0.0
3716,0.0
3717,0.0
3718,0.0
3719,0.0
3720,0.0
3721,0.0
3722,0.0
3723,0.0
3724,0.0
3725,0.0
3726,0.0
3727,0.0
3728,4.443355
3729,0.0
3730,0.0
3731,0.0
3732,0.0
3733,0.0
3734,4.341858
3735,8.729036
3736,4.3359437
3737,4.443355
3738,0.0
3739,0.0
3740,0.0
3741,11.198122
3742,0.0
3743,0.0
3744,0.0
3745,0.0
3746,0.0
3747,0.0
3748,0.0
3749,0.0
3750,0.0
3751,0.0
3752,0.0
3753,17.805098
3754,4.6877017
3755,0.0
3756,0.0
3757,0.0
3758,0.0
3759,0.0
3760,0.0
3761,4.3881516
3762,0.0
3763,4.3871784
3764,4.28965
3765,9.074881
3766,4.539911
3767,0.0
3768,0.0
3769,0.0
3770,0.0
3771,0.0
3772,0.0
3773,4.5339966
3774,0.0
3775,0.0
3776,0.0
3777,0.0
3778,4.044306
3779,0.0
3780,0.0
3781,0.0
3782,0.0
3783,0.0
3784,0.0
3785,3.7299168
3786,0.0
3787,0.0
3788,3.081921
3789,4.1499314
3790,0.0
3791,0.0
3792,0.0
3793,0.0
3794,10.7025175
3795,0.0
3796,0.0
3797,0.0
3798,5.009178
3799,0.0
3800,0.0
3801,0.0
3802,0.0
3803,0.0
3804,0.0
3805,0.0
3806,0.0
3807,0.0
3808,0.0
3809,0.0
3810,0.0
3811,0.0
3812,0.0
3813,0.0
3814,0.0
3815,0.0
3816,0.0
3817,0.0
3818,0.0
3819,0.0
3820,10.493753
3821,0.0
3822,0.0
3823,0.0
3824,3.2906845
3825,0.0
3826,0.0
3827,0.0
3828,5.009178
3829,0.0
3830,0.0
3831,0.0
3832,0.0
3833,0.0
3834,0.0
3835,0.0
3836,0.0
3837,0.0
3838,0.0
3839,0.0
3840,0.0
3841,0.0
3842,0.0
3843,0.0
3844,0.0
3845,0.0
3846,0.0
3847,4.044306
3848,0.0
3849,4.2530694
3850,0.0
3851,0.0
3852,0.0
3853,0.0
3854,0.0
3855,0.0
3856,0.0
3857,0.0
3858,0.0
3859,0.0
3860,0.0
3861,0.0
3862,0.0
3863,0.0
3864,0.0
3865,0.0
3866,0.0
3867,0.0
3868,0.0
3869,3.5476747
3870,0.0
3871,0.0
3872,0.0
3873,0.0
3874,0.0
3875,0.0
3876,0.0
3877,0.0
3878,0.0
3879,0.0
3880,0.0
3881,0.0
3882,5.349565
3883,0.0
3884,0.0
3885,0.0
3886,0.0
3887,0.0
3888,0.0
3889,0.0
3890,0.0
3891,0.0
3892,0.0
3893,0.0
3894,0.0
3895,0.0
3896,3.5160997
3897,0.0
3898,0.0
3899,0.0
3900,0.0
3901,3.5838141
3902,0.0
3903,0.0
3904,0.0
3905,0.0
3906,0.0
3907,0.0
3908,4.4847593
3909,0.0
3910,4.4170446
3911,0.0
3912,0.0
3913,0.0
3914,0.0
3915,0.0
3916,0.0
3917,0.0
3918,0.0
3919,0.0
3920,3.5838141
3921,0.0
3922,0.0
3923,0.0
3924,0.0
3925,0.0
3926,3.4438207
3927,0.0
3928,3.4438207
3929,0.0
3930,0.0
3931,5.245711
3932,0.0
3933,0.0
3934,0.0
3935,4.044306
3936,0.0
3937,10.493753
3938,0.0
3939,0.0
3940,4.044306
3941,4.044306
3942,4.044306
3943,0.0
3944,0.0
3945,0.0
3946,0.0
3947,0.0
3948,0.0
3949,0.0
3950,0.0
3951,0.0
3952,0.0
3953,3.2906845
3954,0.0
3955,0.0
3956,0.0
3957,0.0
3958,0.0
3959,0.0
3960,0.0
3961,0.0
3962,3.8355424
3963,0.0
3964,0.0
3965,0.0
3966,0.0
3967,10.493753
3968,4.7979274
3969,0.0
3970,0.0
