index_oligo,OHE_pos2_T
2994,0
2995,0
2996,0
2997,1
2998,0
2999,0
3000,1
3001,0
3002,0
3003,0
3004,1
3005,1
3006,0
3007,0
3008,0
3009,0
3010,1
3011,0
3012,0
3013,0
3014,0
3015,0
3016,0
3017,0
3018,0
3019,1
3020,1
3021,1
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,1
3029,1
3030,1
3031,1
3032,1
3033,0
3034,1
3035,0
3036,0
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3043,0
3044,0
3045,0
3046,0
3047,1
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,1
3055,0
3056,1
3057,0
3058,0
3059,0
3060,0
3061,0
3062,0
3063,0
3064,0
3065,0
3066,0
3067,0
3068,0
3069,0
3070,1
3071,0
3072,1
3073,0
3074,0
3075,0
3076,0
3077,0
3078,0
3079,1
3080,0
3081,0
3082,0
3083,0
3084,0
3085,0
3086,0
3087,0
3088,0
3089,0
3090,0
3091,0
3092,0
3093,0
3094,0
3095,1
3096,0
3097,1
3098,1
3099,1
3100,0
3101,0
3102,0
3103,0
3104,0
3105,1
3106,0
3107,0
3108,0
3109,1
3110,0
3111,0
3112,0
3113,1
3114,0
3115,0
3116,0
3117,0
3118,1
3119,0
3120,0
3121,1
3122,0
3123,0
3124,0
3125,1
3126,0
3127,0
3128,0
3129,1
3130,1
3131,0
3132,0
3133,0
3134,0
3135,0
3136,0
3137,0
3138,0
3139,0
3140,1
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,0
3148,0
3149,0
3150,0
3151,0
3152,0
3153,0
3154,1
3155,0
3156,0
3157,1
3158,1
3159,0
3160,1
3161,0
3162,0
3163,1
3164,0
3165,0
3166,0
3167,1
3168,1
3169,0
3170,1
3171,0
3172,0
3173,0
3174,0
3175,0
3176,0
3177,0
3178,0
3179,1
3180,0
3181,0
3182,0
3183,0
3184,0
3185,0
3186,0
3187,1
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,0
3197,0
3198,0
3199,0
3200,1
3201,0
3202,0
3203,0
3204,0
3205,1
3206,0
3207,0
3208,0
3209,1
3210,0
3211,0
3212,0
3213,0
3214,0
3215,0
3216,1
3217,0
3218,0
3219,1
3220,0
3221,0
3222,0
3223,0
3224,0
3225,0
3226,0
3227,0
3228,0
3229,0
3230,0
3231,0
3232,0
3233,1
3234,0
3235,0
3236,1
3237,0
3238,0
3239,0
3240,1
3241,0
3242,0
3243,0
3244,1
3245,0
3246,0
3247,0
3248,0
3249,0
3250,0
3251,1
3252,1
3253,0
3254,0
3255,1
3256,0
3257,0
3258,0
3259,0
3260,0
3261,0
3262,1
3263,1
3264,1
3265,0
3266,0
3267,1
3268,1
3269,0
3270,0
3271,0
3272,0
3273,0
3274,0
3275,0
3276,0
3277,0
3278,1
3279,1
3280,1
3281,1
3282,0
3283,0
3284,1
3285,0
3286,0
3287,0
3288,0
3289,1
3290,0
3291,1
3292,0
3293,0
3294,0
3295,0
3296,0
3297,0
3298,1
3299,0
3300,0
3301,1
3302,0
3303,0
3304,1
3305,1
3306,0
3307,0
3308,1
3309,1
3310,1
3311,0
3312,0
3313,0
3314,1
3315,0
3316,0
3317,0
3318,0
3319,0
3320,0
3321,0
3322,1
3323,1
3324,0
3325,1
3326,1
3327,1
3328,1
3329,0
3330,0
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0
3343,0
3344,0
3345,0
3346,0
3347,1
3348,0
3349,1
3350,0
3351,0
3352,0
3353,0
3354,0
3355,0
3356,0
3357,0
3358,0
3359,1
3360,0
3361,0
3362,0
3363,1
3364,1
3365,0
3366,0
3367,1
3368,1
3369,1
3370,1
3371,0
3372,1
3373,0
3374,0
3375,0
3376,0
3377,0
3378,0
3379,0
3380,1
3381,1
3382,0
3383,0
3384,1
3385,1
3386,1
3387,1
3388,0
3389,0
3390,1
3391,1
3392,1
3393,1
3394,1
3395,1
3396,0
3397,0
3398,0
3399,1
3400,0
3401,1
3402,1
3403,0
3404,0
3405,1
3406,1
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,0
3418,0
3419,0
3420,0
3421,0
3422,0
3423,0
3424,0
3425,0
3426,1
3427,0
3428,0
3429,0
3430,1
3431,0
3432,0
3433,0
3434,0
3435,0
3436,1
3437,0
3438,1
3439,1
3440,0
3441,0
3442,1
3443,0
3444,0
3445,0
3446,1
3447,0
3448,1
3449,1
3450,0
3451,0
3452,0
3453,0
3454,0
3455,0
3456,0
3457,1
3458,0
3459,0
3460,0
3461,0
3462,0
3463,0
3464,0
3465,0
3466,0
3467,0
3468,0
3469,0
3470,1
3471,1
3472,0
3473,1
3474,0
3475,0
3476,0
3477,0
3478,0
3479,0
3480,1
3481,0
3482,0
3483,0
3484,0
3485,0
3486,1
3487,0
3488,0
3489,0
3490,1
3491,0
3492,0
3493,0
3494,1
3495,0
3496,0
3497,1
3498,0
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,1
3510,0
3511,0
3512,0
3513,0
3514,0
3515,0
3516,1
3517,1
3518,0
3519,0
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,1
3531,1
3532,1
3533,0
3534,1
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,0
3542,0
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,0
3552,1
3553,1
3554,1
3555,1
3556,1
3557,0
3558,0
3559,1
3560,1
3561,1
3562,0
3563,1
3564,0
3565,0
3566,1
3567,0
3568,0
3569,0
3570,0
3571,1
3572,0
3573,0
3574,1
3575,0
3576,1
3577,0
3578,0
3579,1
3580,0
3581,0
3582,1
3583,0
3584,1
3585,0
3586,0
3587,1
3588,1
3589,1
3590,1
3591,0
3592,0
3593,0
3594,0
3595,0
3596,1
3597,1
3598,0
3599,0
3600,0
3601,1
3602,1
3603,0
3604,0
3605,0
3606,0
3607,0
3608,0
3609,0
3610,0
3611,0
3612,0
3613,0
3614,0
3615,0
3616,0
3617,0
3618,0
3619,0
3620,1
3621,1
3622,0
3623,1
3624,1
3625,0
3626,0
3627,0
3628,0
3629,1
3630,0
3631,0
3632,0
3633,0
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,0
3646,0
3647,0
3648,1
3649,0
3650,0
3651,0
3652,0
3653,1
3654,0
3655,0
3656,0
3657,0
3658,0
3659,0
3660,1
3661,1
3662,0
3663,0
3664,0
3665,0
3666,0
3667,0
3668,0
3669,0
3670,0
3671,1
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,1
3679,0
3680,0
3681,0
3682,0
3683,0
3684,0
3685,0
3686,1
3687,0
3688,0
3689,1
3690,0
3691,0
3692,0
3693,0
3694,0
3695,0
3696,1
3697,0
3698,0
3699,0
3700,0
3701,0
3702,0
3703,0
3704,1
3705,0
3706,1
3707,0
3708,0
3709,0
3710,0
3711,0
3712,0
3713,1
3714,1
3715,0
3716,0
3717,1
3718,1
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0
3727,0
3728,0
3729,0
3730,1
3731,0
3732,0
3733,0
3734,0
3735,0
3736,1
3737,0
3738,0
3739,0
3740,0
3741,1
3742,0
3743,1
3744,1
3745,1
3746,1
3747,0
3748,0
3749,1
3750,1
3751,0
3752,0
3753,1
3754,0
3755,0
3756,0
3757,0
3758,0
3759,1
3760,1
3761,1
3762,1
3763,0
3764,1
3765,0
3766,0
3767,0
3768,0
3769,0
3770,1
3771,0
3772,0
3773,0
3774,0
3775,1
3776,1
3777,0
3778,0
3779,0
3780,0
3781,1
3782,0
3783,1
3784,0
3785,1
3786,0
3787,0
3788,0
3789,0
3790,0
3791,1
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
3798,1
3799,0
3800,1
3801,0
3802,1
3803,1
3804,0
3805,0
3806,0
3807,0
3808,1
3809,0
3810,1
3811,0
3812,1
3813,1
3814,1
3815,0
3816,0
3817,0
3818,0
3819,0
3820,1
3821,0
3822,0
3823,0
3824,0
3825,1
3826,0
3827,0
3828,0
3829,0
3830,0
3831,0
3832,1
3833,1
3834,0
3835,1
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,1
3845,0
3846,0
3847,1
3848,1
3849,0
3850,0
3851,0
3852,1
3853,0
3854,1
3855,0
3856,0
3857,0
3858,0
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,1
3866,0
3867,0
3868,1
3869,0
3870,0
3871,0
3872,0
3873,1
3874,1
3875,0
3876,0
3877,1
3878,0
3879,0
3880,0
3881,1
3882,1
3883,0
3884,0
3885,0
3886,1
3887,1
3888,1
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,0
3897,0
3898,0
3899,1
3900,1
3901,1
3902,0
3903,0
3904,0
3905,0
3906,0
3907,0
3908,0
3909,0
3910,1
3911,0
3912,0
3913,1
3914,0
3915,1
3916,1
3917,0
3918,0
3919,1
3920,1
3921,1
3922,0
3923,0
3924,0
3925,0
3926,0
3927,0
3928,1
3929,1
3930,0
3931,0
3932,0
3933,1
3934,1
3935,1
3936,0
3937,0
3938,1
3939,0
3940,1
3941,0
3942,0
3943,0
3944,0
3945,0
3946,0
3947,0
3948,1
3949,1
3950,0
3951,0
3952,0
3953,1
3954,0
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,1
3966,1
3967,0
3968,0
3969,0
3970,0
3971,1
3972,0
3973,0
3974,0
3975,0
3976,0
3977,0
3978,1
3979,0
3980,0
3981,0
3982,1
3983,0
3984,0
3985,1
3986,0
3987,0
3988,0
3989,0
3990,0
3991,0
3992,0
3993,0
3994,0
3995,0
3996,1
3997,0
3998,0
3999,1
4000,1
4001,0
4002,0
4003,0
4004,0
4005,0
4006,1
4007,1
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,1
4016,0
4017,0
4018,0
4019,1
4020,0
4021,0
4022,1
4023,0
4024,1
4025,0
4026,0
4027,1
4028,0
4029,1
4030,0
4031,0
4032,1
4033,0
4034,0
4035,0
4036,1
4037,0
4038,0
4039,0
4040,1
4041,0
4042,0
4043,1
4044,0
4045,0
4046,1
4047,0
4048,1
4049,0
4050,1
4051,1
4052,1
4053,1
4054,1
4055,0
4056,1
4057,0
4058,0
4059,0
4060,0
4061,0
4062,1
4063,0
4064,1
4065,1
4066,0
4067,0
4068,1
4069,0
4070,1
4071,0
4072,0
4073,0
4074,1
4075,1
4076,0
4077,1
4078,1
4079,0
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0
4086,0
4087,0
4088,0
4089,0
4090,0
4091,0
4092,0
4093,0
4094,0
4095,0
4096,1
4097,0
4098,1
4099,0
4100,0
4101,0
4102,1
4103,0
4104,0
4105,0
4106,0
4107,0
4108,0
4109,1
4110,0
4111,0
4112,0
4113,0
4114,0
4115,1
4116,0
4117,0
4118,0
4119,0
4120,0
4121,0
4122,0
4123,1
4124,0
4125,0
4126,0
4127,0
4128,0
4129,0
4130,1
4131,1
4132,1
4133,1
4134,0
4135,1
4136,0
4137,0
4138,0
4139,0
4140,0
4141,1
4142,0
4143,0
4144,0
4145,0
4146,0
4147,0
4148,0
4149,1
4150,0
4151,1
4152,0
4153,0
4154,0
4155,0
4156,0
4157,1
4158,0
4159,0
4160,0
4161,0
4162,1
4163,0
4164,0
4165,0
4166,0
4167,0
4168,1
4169,0
4170,0
4171,1
4172,0
4173,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,1
4181,0
4182,0
4183,1
4184,0
4185,0
4186,0
4187,1
4188,0
4189,1
4190,1
4191,0
4192,1
4193,1
4194,0
4195,0
4196,1
4197,0
4198,0
4199,0
4200,1
4201,1
4202,0
4203,1
4204,1
4205,1
4206,0
4207,0
4208,0
4209,0
4210,0
4211,0
4212,0
4213,1
4214,0
4215,0
4216,1
4217,0
4218,0
4219,0
4220,0
4221,0
4222,0
4223,0
4224,0
4225,1
4226,0
4227,0
4228,0
4229,1
4230,0
4231,0
4232,0
4233,0
4234,1
4235,1
4236,0
4237,0
4238,0
4239,1
4240,0
4241,0
4242,0
4243,0
4244,0
4245,1
4246,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,0
4253,1
4254,1
4255,0
4256,0
4257,0
4258,0
4259,0
4260,0
4261,0
4262,0
4263,0
4264,0
4265,0
4266,0
4267,0
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0
4279,1
4280,0
4281,0
4282,0
4283,1
4284,1
4285,1
4286,0
4287,0
4288,0
4289,1
4290,1
4291,0
4292,0
4293,0
4294,0
4295,1
4296,0
4297,0
4298,0
4299,0
4300,0
4301,0
4302,0
4303,0
4304,0
4305,0
4306,0
4307,0
4308,0
4309,0
4310,1
4311,0
4312,0
4313,0
4314,0
4315,0
4316,0
4317,0
4318,0
4319,1
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0
4326,1
4327,1
4328,0
4329,0
4330,0
4331,0
4332,0
4333,0
4334,0
4335,0
4336,0
4337,0
4338,0
4339,0
4340,0
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4349,0
4350,0
4351,0
4352,0
4353,0
4354,0
4355,0
4356,0
4357,0
4358,0
4359,0
4360,0
4361,0
4362,1
4363,1
4364,0
4365,0
4366,0
4367,0
4368,1
4369,1
4370,1
4371,1
4372,0
4373,0
4374,1
4375,0
4376,0
4377,0
4378,0
4379,1
4380,0
4381,0
4382,0
4383,0
4384,1
4385,0
4386,0
4387,1
4388,1
4389,0
4390,1
4391,0
4392,0
4393,1
4394,1
4395,1
4396,0
4397,0
4398,0
4399,0
4400,0
4401,1
4402,0
4403,1
4404,0
4405,0
4406,0
4407,0
4408,0
4409,0
4410,0
4411,0
4412,0
4413,0
4414,0
4415,0
4416,0
4417,1
4418,0
4419,0
4420,0
4421,0
4422,1
4423,0
4424,0
4425,0
4426,0
4427,0
4428,0
4429,1
4430,0
4431,1
4432,0
4433,0
4434,0
4435,0
4436,0
4437,1
4438,0
4439,0
4440,0
4441,1
4442,0
4443,0
4444,0
4445,0
4446,0
4447,1
4448,0
4449,0
4450,0
4451,0
4452,0
4453,1
4454,0
4455,0
4456,1
4457,0
4458,1
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,1
4467,0
4468,0
4469,0
4470,0
4471,0
4472,1
4473,0
4474,0
4475,1
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4482,0
4483,1
4484,0
4485,0
4486,1
4487,0
4488,0
4489,1
4490,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,0
4501,1
4502,0
4503,0
4504,0
4505,1
4506,0
4507,1
4508,0
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0
4516,1
4517,0
4518,0
4519,0
4520,0
4521,0
4522,0
4523,0
4524,0
4525,0
4526,0
4527,0
4528,0
4529,0
4530,1
4531,0
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,0
4542,0
4543,0
4544,1
4545,0
4546,0
4547,0
4548,0
4549,0
4550,0
4551,0
4552,1
4553,0
4554,1
4555,0
4556,1
4557,0
4558,0
4559,0
4560,0
4561,0
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,1
4572,1
4573,0
4574,0
4575,0
4576,0
4577,0
4578,1
4579,0
4580,0
4581,0
4582,0
4583,0
4584,0
4585,0
4586,0
4587,0
4588,1
4589,0
4590,0
4591,1
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,0
4600,0
4601,1
4602,1
4603,1
4604,1
4605,0
4606,1
4607,0
4608,1
4609,1
4610,1
4611,1
4612,0
4613,1
4614,0
4615,0
4616,0
4617,1
4618,1
4619,1
4620,0
4621,0
4622,0
4623,1
4624,1
4625,0
4626,1
4627,0
4628,1
4629,0
4630,1
4631,1
4632,1
4633,0
4634,0
4635,1
4636,1
4637,1
4638,0
4639,0
4640,0
4641,0
4642,0
4643,0
4644,1
4645,0
4646,0
4647,0
4648,0
4649,0
4650,0
4651,0
4652,0
4653,0
4654,0
4655,0
4656,1
4657,0
4658,0
4659,0
4660,1
4661,0
4662,0
4663,0
4664,0
4665,0
4666,0
4667,0
4668,0
4669,1
4670,0
4671,0
4672,0
4673,1
4674,0
4675,1
4676,0
4677,0
4678,0
4679,0
4680,1
4681,0
4682,0
4683,0
4684,0
4685,0
4686,0
4687,0
4688,0
4689,0
4690,0
4691,0
4692,0
4693,0
4694,0
4695,0
4696,0
4697,1
4698,1
4699,0
4700,0
4701,1
4702,1
4703,0
4704,0
4705,0
4706,0
4707,0
4708,1
4709,0
4710,0
4711,1
4712,0
4713,0
4714,0
4715,0
4716,0
4717,1
4718,0
4719,0
4720,1
4721,1
4722,0
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
4730,0
4731,0
4732,1
4733,0
4734,0
4735,0
4736,1
4737,1
4738,1
4739,0
4740,0
4741,0
4742,0
4743,0
4744,0
4745,1
4746,0
4747,1
4748,0
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,0
4757,0
4758,0
4759,1
4760,0
4761,0
4762,1
4763,0
4764,1
4765,0
4766,0
4767,0
4768,0
4769,0
4770,1
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,0
4781,1
4782,0
4783,0
4784,1
4785,0
4786,0
4787,1
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4794,1
4795,0
4796,0
4797,0
4798,0
4799,0
4800,0
4801,0
4802,0
4803,0
4804,0
4805,0
4806,1
4807,0
4808,0
4809,1
4810,0
4811,1
4812,1
4813,0
4814,0
4815,0
4816,0
4817,0
4818,0
4819,0
4820,0
4821,0
4822,0
4823,0
4824,0
4825,0
4826,1
4827,0
4828,0
4829,0
4830,1
4831,0
4832,1
4833,0
4834,0
4835,0
4836,0
4837,0
4838,0
4839,0
4840,0
4841,0
4842,0
4843,0
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,1
4860,0
4861,0
4862,0
4863,0
4864,1
4865,0
4866,0
4867,0
4868,0
4869,0
4870,1
4871,0
4872,0
4873,0
4874,0
4875,1
4876,0
4877,0
4878,0
4879,0
4880,1
4881,0
4882,0
4883,0
4884,0
4885,0
4886,1
4887,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,1
4894,0
4895,0
4896,0
4897,1
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,0
4907,1
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,1
4920,0
4921,0
4922,1
4923,0
4924,0
4925,1
4926,0
4927,0
4928,0
4929,0
4930,0
4931,0
4932,0
4933,0
4934,0
4935,0
4936,1
4937,0
4938,0
4939,1
4940,0
4941,0
4942,1
4943,1
4944,0
4945,0
4946,0
4947,0
4948,0
4949,0
4950,1
4951,1
4952,1
4953,0
4954,0
4955,0
4956,0
4957,0
4958,0
4959,0
4960,1
4961,0
4962,0
4963,0
4964,1
4965,0
4966,0
4967,1
4968,1
4969,0
4970,1
4971,1
4972,0
4973,1
4974,1
4975,0
4976,0
4977,0
4978,0
4979,1
4980,0
4981,1
4982,1
4983,0
4984,1
4985,0
4986,0
4987,0
4988,0
4989,0
4990,0
4991,1
4992,0
4993,0
4994,1
4995,0
4996,1
4997,0
4998,0
4999,1
5000,1
5001,0
5002,0
5003,0
5004,0
5005,1
5006,0
5007,0
5008,0
5009,1
5010,0
5011,0
5012,0
5013,0
5014,0
5015,0
5016,1
5017,0
5018,0
5019,0
5020,0
5021,0
5022,0
5023,1
5024,0
5025,0
5026,1
5027,0
5028,1
5029,0
5030,0
5031,1
5032,0
5033,0
5034,0
5035,0
5036,0
5037,0
5038,0
5039,0
5040,1
5041,0
5042,1
5043,0
5044,0
5045,0
5046,0
5047,0
5048,1
5049,0
5050,0
5051,0
5052,0
5053,1
5054,1
5055,0
5056,0
5057,1
5058,1
5059,0
5060,0
5061,0
5062,0
5063,1
5064,0
5065,0
5066,1
5067,0
5068,1
5069,0
5070,0
5071,1
5072,1
5073,1
5074,0
5075,0
5076,0
5077,0
5078,0
5079,0
5080,0
5081,1
5082,0
5083,0
5084,0
5085,0
5086,0
5087,1
5088,1
5089,1
5090,0
5091,0
5092,0
5093,0
5094,1
5095,0
5096,0
5097,1
5098,0
5099,1
5100,0
5101,0
5102,0
5103,0
5104,0
5105,0
5106,0
5107,1
5108,0
5109,1
5110,0
5111,0
5112,1
5113,0
5114,1
5115,0
5116,0
5117,0
5118,0
5119,0
5120,0
5121,1
5122,1
5123,1
5124,1
5125,0
5126,0
5127,0
5128,0
5129,0
5130,0
5131,0
5132,0
5133,0
5134,0
5135,1
5136,0
5137,0
5138,0
5139,0
5140,1
5141,0
5142,0
5143,0
5144,1
5145,0
5146,0
5147,0
5148,1
5149,0
5150,1
5151,1
5152,1
5153,0
5154,0
5155,0
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,1
5163,1
5164,0
5165,0
5166,0
5167,0
5168,0
5169,1
5170,0
5171,0
5172,1
5173,0
5174,0
5175,0
5176,1
5177,0
5178,1
5179,1
5180,1
5181,0
5182,1
5183,1
5184,0
5185,0
5186,0
5187,0
5188,1
5189,0
5190,0
5191,0
5192,0
5193,0
5194,0
5195,1
5196,0
5197,0
5198,0
5199,0
5200,0
5201,0
5202,0
5203,0
5204,0
5205,0
5206,1
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,1
5214,0
5215,0
5216,1
5217,0
5218,0
5219,0
5220,1
5221,0
5222,0
5223,0
5224,1
5225,0
5226,0
5227,0
5228,1
5229,0
5230,1
5231,0
5232,0
5233,0
5234,0
5235,0
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,0
5243,0
5244,0
5245,1
5246,0
5247,0
5248,0
5249,0
5250,0
5251,0
5252,0
5253,0
5254,1
5255,1
5256,0
5257,1
5258,1
5259,0
5260,0
5261,0
5262,0
5263,0
5264,0
5265,0
5266,0
5267,0
5268,0
5269,0
5270,0
5271,0
5272,0
5273,0
5274,1
5275,1
5276,0
5277,0
5278,0
5279,1
5280,0
5281,1
5282,0
5283,0
5284,0
5285,0
5286,0
5287,1
5288,1
5289,0
5290,1
5291,0
5292,0
5293,0
5294,0
5295,0
5296,0
5297,0
5298,0
5299,1
5300,1
5301,1
5302,0
5303,0
5304,0
5305,0
5306,1
5307,0
5308,1
5309,0
5310,0
5311,0
5312,0
5313,1
5314,1
5315,0
5316,0
5317,0
5318,0
5319,0
5320,0
5321,0
5322,0
5323,1
5324,0
5325,1
5326,0
5327,1
5328,0
5329,0
5330,0
5331,0
5332,0
5333,1
5334,0
5335,1
5336,0
5337,0
5338,0
5339,0
5340,0
5341,0
5342,0
5343,0
5344,0
5345,1
5346,0
5347,1
5348,1
5349,0
5350,0
5351,0
5352,1
5353,1
5354,0
5355,0
5356,0
5357,0
5358,1
5359,0
5360,0
5361,0
5362,0
5363,0
5364,1
5365,1
5366,0
5367,0
5368,0
5369,0
5370,0
5371,1
5372,0
5373,0
5374,0
5375,1
5376,1
5377,0
5378,0
5379,0
5380,0
5381,0
5382,0
5383,1
5384,0
5385,1
5386,1
5387,0
5388,0
5389,0
5390,1
5391,1
5392,0
5393,0
5394,0
5395,0
5396,1
5397,0
5398,0
5399,0
5400,0
5401,0
5402,1
5403,1
5404,0
5405,0
5406,0
5407,0
5408,0
5409,1
5410,0
5411,0
5412,0
5413,1
5414,1
5415,1
5416,0
5417,0
5418,0
5419,1
5420,1
5421,0
5422,0
5423,0
5424,0
5425,0
5426,1
5427,0
5428,1
5429,1
5430,1
5431,0
5432,0
5433,0
5434,1
5435,0
5436,0
5437,0
5438,1
5439,0
5440,0
5441,0
5442,0
5443,1
5444,1
5445,0
5446,1
5447,0
5448,0
5449,0
5450,0
5451,1
5452,0
5453,0
5454,0
5455,1
5456,1
5457,1
5458,0
5459,0
5460,1
5461,0
5462,0
5463,0
5464,1
5465,0
5466,0
5467,0
5468,0
5469,1
5470,1
5471,0
5472,1
5473,0
5474,0
5475,0
5476,0
5477,1
5478,0
5479,1
5480,1
5481,0
5482,1
5483,1
5484,0
5485,0
5486,1
5487,0
5488,0
5489,0
5490,0
5491,1
5492,0
5493,0
5494,0
5495,0
5496,0
5497,0
5498,0
5499,1
5500,0
5501,0
5502,0
5503,0
5504,0
5505,1
5506,0
5507,1
5508,0
5509,1
5510,0
5511,0
5512,1
5513,0
5514,0
5515,0
5516,1
5517,0
5518,0
5519,0
5520,0
5521,1
5522,1
5523,0
5524,0
5525,1
5526,0
5527,0
5528,0
5529,0
5530,0
5531,0
5532,0
5533,0
5534,1
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,0
5542,0
5543,1
5544,0
5545,0
5546,0
5547,1
5548,0
5549,0
5550,0
5551,0
5552,1
5553,0
5554,1
5555,0
5556,0
5557,1
5558,0
5559,1
5560,0
5561,0
5562,0
5563,0
5564,0
5565,1
5566,1
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0
5573,0
5574,0
5575,0
5576,1
5577,0
5578,0
5579,0
5580,1
5581,0
5582,0
5583,0
5584,0
5585,0
5586,1
5587,0
5588,0
5589,0
5590,1
5591,0
5592,1
5593,1
5594,0
5595,1
5596,0
5597,1
5598,1
5599,1
5600,1
5601,0
5602,0
5603,0
5604,0
5605,1
5606,0
5607,0
5608,0
5609,0
5610,0
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,0
5619,0
5620,0
5621,0
5622,0
5623,0
5624,0
5625,1
5626,0
5627,1
5628,1
5629,0
5630,0
5631,0
5632,0
5633,0
5634,0
5635,1
5636,0
5637,1
5638,1
5639,0
5640,0
5641,0
5642,1
5643,0
5644,0
5645,0
5646,0
5647,0
5648,0
5649,1
5650,1
5651,0
5652,1
5653,1
5654,1
5655,0
5656,1
5657,0
5658,0
5659,0
5660,1
5661,0
5662,0
5663,0
5664,0
5665,0
5666,1
5667,0
5668,0
5669,0
5670,1
5671,0
5672,0
5673,0
5674,0
5675,0
5676,0
5677,0
5678,1
5679,0
5680,0
5681,0
5682,0
5683,0
5684,1
5685,0
5686,1
5687,1
5688,1
5689,0
5690,1
5691,0
5692,1
5693,0
5694,0
5695,0
5696,0
5697,1
5698,1
5699,0
5700,0
5701,0
5702,0
5703,0
5704,1
5705,0
5706,0
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,1
5717,1
5718,0
5719,0
5720,0
5721,0
5722,0
5723,1
5724,1
5725,1
5726,0
5727,1
5728,0
5729,1
5730,0
5731,1
5732,0
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,0
5741,0
5742,0
5743,0
5744,0
5745,0
5746,0
5747,0
5748,0
5749,0
5750,0
5751,0
5752,1
5753,0
5754,0
5755,0
5756,0
5757,1
5758,0
5759,0
5760,1
5761,0
5762,0
5763,0
5764,0
5765,1
5766,0
5767,1
5768,0
5769,0
5770,0
5771,1
5772,0
5773,1
5774,1
5775,1
5776,0
5777,0
5778,0
5779,1
5780,0
5781,0
5782,0
5783,1
5784,1
5785,0
5786,0
5787,0
5788,0
5789,0
