index_oligo,RBP_HNRNPAB_aff_50
2049,0.0
2050,0.0
2051,0.0
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,0.0
2057,0.0
2058,0.0
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.0
2071,0.0
2072,0.0
2073,0.0
2074,0.0
2075,0.0
2076,0.0
2077,0.0
2078,0.0
2079,0.0
2080,0.0
2081,0.0
2082,0.0
2083,0.0
2084,0.0
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2090,0.0
2091,0.0
2092,0.0
2093,0.0
2094,0.0
2095,0.0
2096,0.0
2097,0.0
2098,0.0
2099,0.0
2100,0.0
2101,24.71604
2102,24.71604
2103,24.71604
2104,24.71604
2105,19.50505
2106,11.753672
2107,0.0
2108,0.0
2109,0.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,0.0
2116,0.0
2117,0.0
2118,0.0
2119,0.0
2120,0.0
2121,0.0
2122,0.0
2123,6.0359597
2124,0.0
2125,0.0
2126,0.0
2127,0.0
2128,0.0
2129,0.0
2130,0.0
2131,0.0
2132,0.0
2133,0.0
2134,2.0133963
2135,0.0
2136,0.0
2137,0.0
2138,0.0
2139,0.0
2140,1.4942061
2141,0.0
2142,0.0
2143,4.219087
2144,2.3597527
2145,0.0
2146,1.2795649
2147,0.0
2148,0.0
2149,0.0
2150,0.0
2151,1.9715892
2152,0.0
2153,0.0
2154,0.0
2155,0.0
2156,1.625921
2157,0.0
2158,0.0
2159,0.0
2160,0.0
2161,2.4015596
2162,0.0
2163,0.0
2164,2.0140843
2165,0.0
2166,0.0
2167,0.0
2168,0.0
2169,0.0
2170,0.0
2171,0.0
2172,0.0
2173,0.0
2174,0.0
2175,0.0
2176,0.0
2177,0.0
2178,0.0
2179,0.0
2180,0.0
2181,0.0
2182,0.0
2183,0.0
2184,14.8113165
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2190,0.0
2191,0.0
2192,0.0
2193,0.0
2194,6.2150874
2195,0.0
2196,0.0
2197,0.0
2198,0.0
2199,0.0
2200,0.0
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.0
2206,0.0
2207,0.0
2208,0.0
2209,0.0
2210,2.6256747
2211,2.6256747
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,6.734363
2218,6.734363
2219,0.07615187
2220,0.07615187
2221,0.0
2222,7.888152
2223,7.888152
2224,7.888152
2225,7.888152
2226,0.0
2227,0.0
2228,0.0
2229,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,0.0
2239,0.0
2240,0.0
2241,0.0
2242,0.0
2243,0.0
2244,0.0
2245,0.4831136
2246,0.4831136
2247,0.4831136
2248,0.4831136
2249,0.0
2250,0.0
2251,0.0
2252,0.0
2253,0.0
2254,0.0
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2259,0.0
2260,0.0
2261,0.0
2262,0.0
2263,0.0
2264,0.0
2265,0.0
2266,0.0
2267,0.0
2268,2.2404816
2269,0.0
2270,0.0
2271,0.0
2272,0.0
2273,0.0
2274,0.0
2275,0.0
2276,0.0
2277,0.0
2278,0.0
2279,0.0
2280,0.0
2281,0.0
2282,0.0
2283,0.0
2284,0.0
2285,0.0
2286,0.0
2287,0.0
2288,0.0
2289,0.0
2290,0.0
2291,0.0
2292,0.0
2293,0.0
2294,0.0
2295,0.0
2296,0.0
2297,0.0
2298,0.0
2299,1.7745303
2300,1.7745303
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,0.0
2306,0.0
2307,0.0
2308,0.0
2309,0.0
2310,0.0
2311,1.6507756
2312,0.0
2313,0.0
2314,0.0
2315,0.0
2316,0.0
2317,0.0
2318,0.0
2319,2.4868653
2320,0.0
2321,0.0
2322,3.7777543
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,0.0
2328,0.0
2329,0.0
2330,0.0
2331,0.0
2332,1.9456285
2333,0.0
2334,0.0
2335,0.0
2336,0.0
2337,1.6513383
2338,0.0
2339,0.0
2340,0.0
2341,0.0
2342,1.7654039
2343,1.7654039
2344,0.0
2345,2.060257
2346,6.0359597
2347,0.0
2348,0.0
2349,3.6818125
2350,0.0
2351,0.0
2352,0.0
2353,0.0
2354,0.0
2355,0.0
2356,0.0
2357,28.131983
2358,0.0
2359,0.0
2360,0.0
2361,0.0
2362,0.0
2363,0.0
2364,3.8539586
2365,0.0
2366,0.0
2367,2.1033041
2368,0.0
2369,0.0
2370,0.0
2371,0.0
2372,0.0
2373,0.0
2374,0.0
2375,0.0
2376,0.0
2377,0.0
2378,0.0
2379,0.0
2380,0.0
2381,0.0
2382,0.0
2383,0.0
2384,0.0
2385,0.0
2386,0.0
2387,0.0
2388,0.0
2389,0.0
2390,0.0
2391,1.8830575
2392,0.0
2393,1.6677282
2394,0.0
2395,0.0
2396,1.756948
2397,0.0
2398,0.0
2399,0.0
2400,2.0133963
2401,0.0
2402,0.0
2403,0.0
2404,0.0
2405,0.0
2406,0.0
2407,0.0
2408,0.0
2409,18.974047
2410,0.0
2411,0.0
2412,2.4015596
2413,1.4105918
2414,0.0
2415,16.05961
2416,4.219087
2417,0.0
2418,0.0
2419,0.0
2420,0.0
2421,0.0
2422,1.4105918
2423,0.0
2424,0.0
2425,0.0
2426,1.8583117
2427,0.0
2428,1.8583117
2429,0.0
2430,0.0
2431,0.0
2432,0.0
2433,0.0
2434,0.2736325
2435,0.0
2436,0.0
2437,0.0
2438,0.0
2439,0.0
2440,0.27697557
2441,0.0
2442,0.0
2443,0.0
2444,0.0
2445,0.24248795
2446,0.24248795
2447,0.0
2448,0.0
2449,0.0
2450,0.0
2451,0.0
2452,0.0
2453,0.0
2454,0.0
2455,0.0
2456,0.0
2457,0.0
2458,0.0
2459,0.2736325
2460,0.2736325
2461,0.0
2462,0.0
2463,0.0
2464,0.0
2465,0.0
2466,0.0
2467,0.0
2468,0.0
2469,0.0
2470,6.123932
2471,0.0
2472,0.0
2473,0.0
2474,0.0
2475,0.0
2476,0.0
2477,0.0
2478,0.0
2479,0.0
2480,0.0
2481,0.0
2482,0.0
2483,0.0
2484,0.0
2485,0.0
2486,0.0
2487,0.0
2488,0.0
2489,0.0
2490,0.0
2491,0.0
2492,0.0
2493,0.0
2494,0.0
2495,1.8616548
2496,0.0
2497,0.0
2498,0.0
2499,0.0
2500,0.0
2501,0.0
2502,0.0
2503,0.0
2504,0.0
2505,0.0
2506,4.0643473
2507,1.566476
2508,0.64675
2509,0.0
2510,8.456347
2511,0.0
2512,0.96847373
2513,0.92302847
2514,0.0
2515,0.66331565
2516,16.825485
2517,0.64675
2518,0.0
2519,1.8460569
2520,0.0
2521,0.0
2522,0.0
2523,0.0
2524,16.701715
2525,9.729153
2526,0.0
2527,0.0
2528,0.0
2529,2.164478
2530,2.164478
2531,10.265143
2532,0.0
2533,0.0
2534,0.0
2535,0.0
2536,0.0
2537,0.0
2538,4.05598
2539,1.5499103
2540,0.0
2541,0.0
2542,0.0
2543,1.5044651
2544,1.7807436
2545,1.5044651
2546,0.0
2547,3.8046343
2548,2.151215
2549,0.0
2550,0.0
2551,0.0
2552,0.0
2553,0.0
2554,1.8261888
2555,0.0
2556,0.0
2557,0.0
2558,0.0
2559,0.0
2560,0.0
2561,0.0
2562,0.0
2563,0.0
2564,0.0
2565,2.8079257
2566,0.0
2567,0.0
2568,1.566476
2569,0.0
2570,0.0
2571,0.0
2572,0.0
2573,0.96847373
2574,0.0
2575,1.7807436
2576,0.0
2577,0.0
2578,0.0
2579,0.0
2580,16.449375
2581,9.271737
2582,0.0
2583,0.0
2584,0.0
2585,0.0
2586,0.0
2587,0.0
2588,0.0
2589,0.0
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,0.0
2596,0.0
2597,0.0
2598,0.0
2599,0.0
2600,0.0
2601,2.5226505
2602,0.0
2603,0.0
2604,0.0
2605,0.0
2606,0.0
2607,0.0
2608,0.0
2609,0.0
2610,0.0
2611,68.84386
2612,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.0
2620,0.0
2621,0.0
2622,0.0
2623,0.0
2624,0.0
2625,0.0
2626,0.0
2627,0.0
2628,0.0
2629,0.0
2630,0.0
2631,0.0
2632,0.0
2633,0.0
2634,0.0
2635,0.0
2636,0.0
2637,0.0
2638,0.0
2639,0.0
2640,0.0
2641,0.0
2642,0.0
2643,0.0
2644,0.0
2645,2.9185562
2646,0.0
2647,0.0
2648,0.0
2649,0.0
2650,0.0
2651,0.0
2652,0.0
2653,0.0
2654,0.0
2655,0.0
2656,0.1324347
2657,0.0
2658,0.0
2659,0.0
2660,0.0
2661,0.0
2662,0.0
2663,0.0
2664,1.2966721
2665,0.0
2666,0.0
2667,0.0
2668,0.0
2669,0.0
2670,0.0
2671,0.0
2672,0.0
2673,0.0
2674,0.0
2675,1.3116564
2676,0.0
2677,0.0
2678,0.0
2679,0.0
2680,0.0
2681,0.0
2682,0.0
2683,0.0
2684,0.0
2685,0.0
2686,0.0
2687,0.0
2688,0.0
2689,0.0
2690,0.0
2691,0.1324347
2692,0.0
2693,0.0
2694,0.0
2695,0.0
2696,0.0
2697,0.0
2698,0.0
2699,0.0
2700,0.0
2701,0.0
2702,0.0
2703,0.0
2704,0.0
2705,0.0
2706,0.0
2707,1.8109747
2708,0.0
2709,0.0
2710,0.0
2711,0.0
2712,0.0
2713,0.0
2714,0.0
2715,0.0
2716,1.2299408
2717,1.3221492
2718,0.0
2719,0.4831136
2720,0.0
2721,0.0
2722,0.0
2723,0.57532203
2724,0.0
2725,0.0
2726,0.0
2727,0.0
2728,0.5349298
2729,0.0
2730,0.5292178
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.0
2736,0.0
2737,0.0
2738,0.0
2739,0.0
2740,0.6271382
2741,0.0
2742,3.8095114
2743,0.0
2744,1.276045
2745,0.0
2746,0.0
2747,0.0
2748,1.1320204
2749,0.0
2750,0.0
2751,0.0
2752,0.0
2753,0.0
2754,0.0
2755,0.0
2756,0.4831136
2757,0.0
2758,0.0
2759,0.0
2760,0.0
2761,0.0
2762,0.0
2763,0.0
2764,0.0
2765,0.0
2766,0.4831136
2767,0.0
2768,0.0
2769,0.0
2770,0.0
2771,0.0
2772,0.0
2773,0.0
2774,0.0
2775,0.0
2776,0.0
2777,0.0
2778,0.0
2779,0.0
2780,0.0
2781,0.0
2782,0.0
2783,0.0
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,0.0
2789,0.0
2790,0.0
2791,0.0
2792,0.0
2793,0.0
2794,9.86492
2795,1.2299408
2796,1.2299408
2797,1.1781245
2798,1.1781245
2799,8.01612
2800,8.01612
2801,8.01612
2802,0.0
2803,0.0
2804,0.0
2805,0.0
2806,0.0
2807,0.0
2808,0.0
2809,0.0
2810,0.0
2811,0.0
2812,0.0
2813,0.0
2814,0.0
2815,0.0
2816,0.0
2817,0.0
2818,0.0
2819,0.0
2820,0.0
2821,0.0
2822,0.0
2823,0.0
2824,1.7879714
2825,0.0
2826,0.0
2827,0.0
2828,0.0
2829,0.0
2830,0.0
2831,0.0
2832,0.0
2833,0.0
2834,0.0
2835,0.0
2836,0.0
2837,0.0
2838,0.0
2839,0.0
2840,0.0
2841,1.7879714
2842,0.0
2843,0.0
2844,0.0
2845,0.0
2846,0.0
2847,0.0
2848,0.0
2849,0.0
2850,0.0
2851,0.0
2852,0.0
2853,0.0
2854,0.0
2855,0.0
2856,1.7879714
2857,0.0
2858,0.0
2859,0.0
2860,0.0
2861,2.7193723
2862,2.7193723
2863,0.0
2864,2.7193723
2865,0.0
2866,0.0
2867,0.0
2868,0.0
2869,0.0
2870,2.7193723
2871,2.7193723
2872,2.7193723
2873,2.7193723
2874,0.0
2875,0.0
2876,0.0
2877,0.0
2878,0.0
2879,0.0
2880,0.0
2881,2.7193723
2882,2.7193723
2883,0.0
2884,0.0
2885,0.0
2886,0.0
2887,0.0
2888,0.0
2889,9.442919
2890,1.5958347
2891,1.5958347
2892,0.0
2893,0.0
2894,0.0
2895,0.0
2896,0.0
2897,0.0
2898,0.0
2899,1.3968087
2900,1.448044
2901,1.5908933
2902,0.0
2903,0.0
2904,1.4943376
2905,0.0
2906,0.0
2907,0.0
2908,0.0
2909,0.0
2910,0.0
2911,0.0
2912,0.0
2913,0.0
2914,0.0
2915,0.0
2916,0.0
2917,0.0
2918,0.0
2919,0.0
2920,0.0
2921,8.04611
2922,0.0
2923,0.0
2924,0.0
2925,1.1435524
2926,12.071899
2927,0.0
2928,0.0
2929,0.0
2930,0.0
2931,0.0
2932,0.0
2933,0.0
2934,1.4893961
2935,10.5273
2936,0.0
2937,0.0
2938,1.448044
2939,0.0
2940,0.0
2941,0.0
2942,9.8862915
2943,0.0
2944,0.0
2945,0.0
2946,8.193901
2947,0.0
2948,0.0
2949,0.0
2950,0.0
2951,0.0
2952,0.0
2953,0.0
2954,0.0
2955,0.0
2956,0.0
2957,0.0
2958,0.0
2959,0.0
2960,0.0
2961,0.0
2962,0.0
2963,0.0
2964,0.0
2965,0.0
2966,1.8048189
2967,1.8048189
2968,1.8048189
2969,1.8048189
2970,0.0
2971,0.0
2972,0.0
2973,0.0
2974,0.0
2975,0.0
2976,0.0
2977,1.8294284
2978,3.6588569
2979,3.6588569
2980,5.6107845
2981,5.6107845
2982,5.6107845
2983,0.0
2984,0.0
2985,0.0
2986,0.0
2987,0.0
2988,0.0
2989,0.0
2990,0.0
2991,0.0
2992,0.0
2993,0.0
2994,0.0
2995,0.0
2996,0.0
2997,0.0
2998,0.0
2999,0.0
3000,0.0
3001,0.0
3002,0.0
3003,0.0
3004,0.0
3005,0.0
3006,0.0
3007,0.0
3008,0.0
3009,0.0
3010,0.0
3011,0.0
3012,0.0
3013,0.0
3014,0.0
3015,0.2458123
3016,0.30835456
3017,0.40963092
3018,0.0
3019,0.0
3020,0.0
3021,4.4106
3022,4.4106
3023,0.0
3024,0.0
3025,0.0
3026,0.0
3027,0.0
3028,0.0
3029,0.74026567
3030,0.0
3031,0.0
3032,0.0
3033,0.0
3034,0.0
3035,0.0
3036,0.0
3037,0.0
3038,0.0
3039,0.0
3040,0.0
3041,0.0
3042,0.0
3043,0.0
3044,0.0
3045,0.0
3046,0.0
3047,0.7208142
3048,7.417928
3049,0.55699563
3050,0.0
3051,0.0
3052,0.0
3053,0.0
3054,2.9372544
3055,0.0
3056,0.0
3057,0.0
3058,0.0
3059,0.0
3060,0.0
3061,0.0
3062,0.0
3063,0.0
3064,0.0
3065,0.0
3066,0.0
3067,0.576447
3068,6.40957
3069,2.076261
3070,0.0
3071,0.0
3072,0.0
3073,0.0
3074,0.0
3075,7.6637406
3076,0.0
3077,0.0
3078,0.0
3079,0.0
3080,9.163555
3081,0.0
3082,0.0
3083,0.0
3084,0.0
3085,0.0
3086,0.0
3087,0.0
3088,0.0
3089,0.0
3090,0.0
3091,0.0
3092,0.0
3093,0.0
3094,0.0
3095,0.0
3096,0.0
3097,0.0
3098,0.0
3099,0.0
3100,0.0
3101,0.0
3102,0.0
3103,0.0
3104,0.0
3105,0.0
3106,0.0
3107,0.0
3108,0.0
3109,0.0
3110,0.0
3111,0.0
3112,0.0
3113,0.0
3114,0.0
3115,0.0
3116,0.0
3117,0.0
3118,0.0
3119,0.0
3120,0.0
3121,0.0
3122,0.0
3123,0.0
3124,1.5197477
3125,1.5197477
3126,0.0
3127,0.0
3128,0.0
3129,0.0
3130,0.0
3131,0.0
3132,0.0
3133,0.0
3134,0.0
3135,0.0
3136,0.0
3137,0.0
3138,0.0
3139,0.0
3140,0.0
3141,0.0
3142,0.0
3143,0.0
3144,7.954018
3145,7.954018
3146,7.954018
3147,0.0
3148,1.1104534
3149,0.0
3150,0.0
3151,0.0
3152,0.0
3153,0.0
3154,1.2958069
3155,0.0
3156,0.0
3157,0.0
3158,0.0
3159,0.0
3160,0.0
3161,0.0
3162,0.0
3163,4.0643473
3164,0.0
3165,0.0
3166,0.0
3167,3.0254958
3168,0.0
3169,16.127651
3170,2.1479125
3171,0.0
3172,0.0
3173,0.93959415
3174,0.0
3175,0.0
3176,0.0
3177,0.0
3178,0.0
3179,16.825485
3180,0.0
3181,0.0
3182,0.0
3183,0.0
3184,0.0
3185,0.0
3186,0.0
3187,0.0
3188,2.1677806
3189,0.0
3190,0.0
3191,0.0
3192,9.700273
3193,0.0
3194,0.0
3195,1.9246335
3196,0.0
3197,0.0
3198,0.0
3199,1.5044651
3200,0.96847373
3201,0.0
3202,0.0
3203,0.0
3204,0.0
3205,3.0543754
3206,0.0
3207,0.0
3208,0.0
3209,0.0
3210,2.7326517
3211,3.5903666
3212,0.0
3213,0.0
3214,0.0
3215,0.0
3216,0.0
3217,0.0
3218,9.765586
3219,0.0
3220,0.0
3221,0.0
3222,0.0
3223,0.0
3224,0.0
3225,0.0
3226,0.0
3227,0.0
3228,0.0
3229,0.0
3230,0.0
3231,0.0
3232,0.0
3233,9.147716
3234,0.0
3235,0.0
3236,0.0
3237,0.0
3238,0.0
3239,0.0
3240,0.0
3241,0.0
3242,0.0
3243,0.0
3244,0.0
3245,0.0
3246,2.0957124
3247,0.0
3248,0.0
3249,0.42908233
3250,0.0
3251,0.0
3252,0.0
3253,0.0
3254,0.0
3255,2.0957124
3256,2.0957124
3257,2.0957124
3258,0.0
3259,0.0
3260,0.0
3261,0.0
3262,0.0
3263,0.0
3264,0.0
3265,0.0
3266,0.0
3267,0.0
3268,0.0
3269,0.0
3270,0.0
3271,0.0
3272,0.0
3273,0.0
3274,0.0
3275,0.0
3276,0.0
3277,0.0
3278,0.0
3279,0.0
3280,0.0
3281,9.51364
3282,9.51364
3283,0.9471751
3284,0.9471751
3285,0.0
3286,0.0
3287,0.0
3288,0.0
3289,0.0
3290,0.0
3291,0.0
3292,0.0
3293,0.0
3294,0.0
3295,23.736086
3296,23.736086
3297,0.0
3298,0.0
3299,6.390119
3300,0.0
3301,0.7208142
3302,0.7208142
3303,0.9235357
3304,15.510583
3305,0.0
3306,0.0
3307,0.0
3308,2.9372544
3309,2.9372544
3310,2.9372544
3311,2.9372544
3312,2.9372544
3313,2.9372544
3314,2.9372544
3315,0.0
3316,0.0
3317,0.0
3318,0.0
3319,0.0
3320,0.0
3321,0.0
3322,0.0
3323,0.0
3324,0.0
3325,0.0
3326,0.0
3327,0.0
3328,0.0
3329,0.0
3330,0.0
3331,0.0
3332,0.0
3333,0.0
3334,0.0
3335,0.0
3336,0.0
3337,0.0
3338,0.0
3339,0.0
3340,0.0
3341,0.0
3342,0.0
3343,0.0
3344,0.0
3345,0.0
3346,0.0
3347,0.0
3348,0.0
3349,0.0
3350,0.0
3351,0.0
3352,0.0
3353,0.0
3354,0.0
3355,0.0
3356,0.0
3357,0.0
3358,0.0
3359,0.0
3360,0.0
3361,0.0
3362,0.0
3363,0.0
3364,0.0
3365,0.0
3366,0.0
3367,0.0
3368,0.0
3369,0.0
3370,0.0
3371,0.0
3372,0.0
3373,0.0
3374,0.0
3375,0.0
3376,0.0
3377,0.0
3378,0.0
3379,0.0
3380,0.0
3381,0.0
3382,0.0
3383,0.0
3384,0.0
3385,0.0
3386,0.0
3387,0.0
3388,0.0
3389,0.0
3390,0.0
3391,0.0
3392,0.0
3393,0.0
3394,0.0
3395,0.0
3396,0.0
3397,6.3502755
3398,0.0
3399,0.0
3400,0.0
3401,3.246047
3402,0.0
3403,0.0
3404,0.0
3405,0.0
3406,0.0
3407,0.0
3408,0.0
3409,0.0
3410,1.7904341
3411,0.0
3412,0.0
3413,2.181093
3414,0.0
3415,0.0
3416,0.0
3417,0.0
3418,0.0
3419,0.0
3420,0.0
3421,0.0
3422,0.0
3423,0.0
3424,0.0
3425,0.0
3426,0.0
3427,0.0
3428,0.0
3429,0.0
3430,0.0
3431,0.0
3432,0.0
3433,0.0
3434,6.901662
3435,2.8151453
3436,6.3502755
3437,0.0
3438,0.0
3439,0.0
3440,0.0
3441,0.0
3442,0.0
3443,0.0
3444,0.0
3445,0.0
3446,5.0096526
3447,0.0
3448,0.0
3449,6.1225243
3450,0.0
3451,4.142354
3452,0.0
3453,0.0
3454,0.0
3455,0.0
3456,0.0
3457,0.0
3458,0.0
3459,0.0
3460,0.0
3461,0.0
3462,0.0
3463,1.7904341
3464,0.0
3465,0.0
3466,0.0
3467,0.0
3468,0.0
3469,1.7904341
3470,0.0
3471,0.0
3472,0.0
3473,0.0
3474,0.0
3475,0.0
3476,0.0
3477,0.0
3478,0.0
3479,0.0
3480,0.0
3481,0.0
3482,0.0
3483,0.0
3484,0.0
3485,0.0
3486,0.0
3487,0.0
3488,0.0
3489,0.0
3490,0.0
3491,0.0
3492,0.0
3493,0.0
3494,0.0
3495,0.0
3496,0.0
3497,0.0
3498,0.0
3499,0.0
3500,0.0
3501,0.0
3502,0.0
3503,0.0
3504,0.0
3505,0.0
3506,0.0
3507,0.0
3508,0.0
3509,0.0
3510,0.0
3511,0.0
3512,0.0
3513,0.0
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.0
3519,0.0
3520,0.0
3521,0.0
3522,0.0
3523,0.0
3524,0.0
3525,0.0
3526,0.0
3527,0.0
3528,0.0
3529,0.0
3530,0.0
3531,0.0
3532,0.0
3533,0.0
3534,0.0
3535,0.0
3536,0.0
3537,0.0
3538,0.0
3539,0.0
3540,0.0
3541,0.0
3542,0.0
3543,2.6123993
3544,5.209507
3545,0.0
3546,0.0
3547,0.0
3548,0.0
3549,0.0
3550,3.2046971
3551,0.0
3552,4.0643473
3553,1.566476
3554,0.0
3555,0.0
3556,7.516753
3557,0.96847373
3558,1.6119212
3559,0.0
3560,0.0
3561,0.0
3562,0.64675
3563,0.0
3564,1.8460569
3565,0.0
3566,0.0
3567,0.0
3568,1.8881997
3569,2.6583269
3570,9.729153
3571,0.0
3572,0.0
3573,0.0
3574,2.164478
3575,2.164478
3576,10.265143
3577,0.0
3578,0.0
3579,0.0
3580,0.0
3581,0.0
3582,0.0
3583,4.05598
3584,1.5499103
3585,0.0
3586,0.0
3587,0.0
3588,1.5044651
3589,1.7807436
3590,2.5969605
3591,0.0
3592,2.36218
3593,2.151215
3594,0.0
3595,0.0
3596,0.0
3597,0.0
3598,0.0
3599,3.5903666
3600,0.0
3601,10.146018
3602,0.0
3603,0.0
3604,0.0
3605,0.0
3606,0.0
3607,0.0
3608,0.0
3609,0.0
3610,0.0
3611,0.0
3612,11.509896
3613,0.0
3614,0.0
3615,0.0
3616,0.0
3617,0.0
3618,0.96847373
3619,0.0
3620,1.7807436
3621,0.0
3622,0.0
3623,0.0
3624,0.0
3625,16.449375
3626,0.0
3627,0.0
3628,0.0
3629,0.0
3630,0.0
3631,0.0
3632,2.3872812
3633,2.3872812
3634,2.3872812
3635,2.8409169
3636,0.0
3637,0.0
3638,0.0
3639,0.0
3640,0.0
3641,0.0
3642,0.0
3643,1.9676099
3644,0.0
3645,0.0
3646,0.0
3647,0.0
3648,0.0
3649,0.0
3650,0.0
3651,0.0
3652,0.0
3653,0.0
3654,0.0
3655,0.0
3656,0.0
3657,0.0
3658,0.0
3659,0.0
3660,0.0
3661,0.0
3662,0.0
3663,0.0
3664,0.0
3665,0.0
3666,0.0
3667,0.0
3668,0.0
3669,0.0
3670,0.0
3671,9.985514
3672,12.306081
3673,0.0
3674,0.0
3675,0.0
3676,0.0
3677,0.0
3678,0.0
3679,0.0
3680,0.0
3681,0.0
3682,0.0
3683,0.0
3684,0.0
3685,0.0
3686,0.0
3687,0.0
3688,0.0
3689,0.0
3690,0.0
3691,0.0
3692,0.0
3693,0.0
3694,0.0
3695,0.0
3696,0.0
3697,0.0
3698,0.0
3699,0.0
3700,0.0
3701,0.0
3702,0.0
3703,0.0
3704,0.0
3705,0.0
3706,0.0
3707,0.0
3708,0.0
3709,0.0
3710,0.0
3711,9.442919
3712,1.5958347
3713,1.5958347
3714,0.0
3715,0.0
3716,0.0
3717,0.0
3718,0.0
3719,0.0
3720,0.0
3721,1.3968087
3722,0.0
3723,1.5908933
3724,0.0
3725,0.0
3726,1.4943376
3727,0.0
3728,0.0
3729,0.0
3730,0.0
3731,0.0
3732,0.0
3733,0.0
3734,0.0
3735,0.0
3736,0.0
3737,0.0
3738,0.0
3739,0.0
3740,0.0
3741,0.0
3742,0.0
3743,8.04611
3744,0.0
3745,0.0
3746,0.0
3747,1.1435524
3748,12.071899
3749,0.0
3750,0.0
3751,0.0
3752,0.0
3753,0.0
3754,0.0
3755,0.0
3756,1.4893961
3757,10.5273
3758,0.0
3759,0.0
3760,1.448044
3761,0.0
3762,0.0
3763,0.0
3764,9.8862915
3765,0.0
3766,0.0
3767,0.0
3768,0.0
3769,0.0
3770,0.0
3771,0.0
3772,0.0
3773,0.0
3774,0.0
3775,0.0
3776,0.0
3777,0.0
3778,0.0
3779,0.0
3780,0.0
3781,1.6302543
3782,1.2059201
3783,0.0
3784,0.0
3785,0.0
3786,0.0
3787,0.0
3788,0.0
3789,0.0
3790,2.497592
3791,0.77100736
3792,1.3158654
3793,0.0
3794,0.0
3795,0.0
3796,0.0
3797,0.0
3798,0.87414515
3799,0.0
3800,0.0
3801,0.0
3802,8.173545
3803,0.0
3804,0.0
3805,0.0
3806,0.0
3807,0.0
3808,0.0
3809,8.929654
3810,0.0
3811,0.0
3812,2.0694869
3813,0.0
3814,0.0
3815,2.5019116
3816,2.9287338
3817,0.0
3818,0.0
3819,0.0
3820,0.53805053
3821,0.0
3822,0.0
3823,0.0
3824,2.8404942
3825,0.0
3826,0.0
3827,1.5246288
3828,0.0
3829,1.4190032
3830,0.0
3831,0.43242496
3832,0.0
3833,0.0
3834,0.0
3835,0.0
3836,0.0
3837,0.0
3838,0.0
3839,1.5246288
3840,1.6277666
3841,0.0
3842,0.0
3843,0.0
3844,0.12052378
3845,10.127483
3846,0.0
3847,0.0
3848,4.347737
3849,0.0
3850,0.0
3851,0.77100736
3852,0.0
3853,0.0
3854,0.0
3855,0.0
3856,0.0
3857,8.684226
3858,0.0
3859,0.0
3860,2.9479408
3861,0.0
3862,1.8544462
3863,0.0
3864,0.0
3865,33.341007
3866,0.0
3867,0.0
3868,0.2964035
3869,0.0
3870,0.0
3871,0.0
3872,1.1250696
3873,0.0
3874,0.0
3875,5.188864
3876,0.0
3877,0.0
3878,0.0
3879,0.0
3880,6.850761
3881,8.303809
3882,7.887135
3883,0.0
3884,0.0
3885,1.8544462
3886,0.0
3887,0.0
3888,0.0
3889,1.0934945
3890,0.0
3891,0.0
3892,0.0
3893,0.0
3894,0.0
3895,0.0
3896,0.0
3897,0.0
3898,0.0
3899,0.0
3900,0.0
3901,0.0
3902,0.0
3903,0.0
3904,0.0
3905,8.684226
3906,0.0
3907,0.0
3908,0.0
3909,0.0
3910,8.111259
3911,0.0
3912,10.468646
3913,2.2501392
3914,0.0
3915,0.0
3916,0.0
3917,0.0
3918,2.7553914
3919,0.0
3920,0.0
3921,0.0
3922,0.0
3923,0.0
3924,0.0
3925,0.0
3926,0.0
3927,0.0
3928,0.0
3929,6.98619
3930,0.0
3931,0.16097438
3932,2.5019116
3933,11.770148
3934,0.0
3935,0.0
3936,7.429219
3937,0.0
3938,1.7333921
3939,7.9629493
3940,0.0
3941,0.0
3942,14.296193
3943,0.0
3944,0.0
3945,0.0
3946,0.0
3947,11.97082
3948,0.87414515
3949,0.0
3950,1.3158654
3951,0.0
3952,0.0
3953,2.8404942
3954,0.0
3955,1.3158654
3956,0.0
3957,0.0
3958,0.87414515
3959,0.0
3960,0.0
3961,0.0
3962,0.0
3963,0.0
3964,0.76851964
