index_oligo,OHE_pos0_T
2994,1
2995,0
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,1
3003,0
3004,0
3005,0
3006,0
3007,0
3008,1
3009,0
3010,0
3011,0
3012,1
3013,0
3014,1
3015,0
3016,0
3017,0
3018,0
3019,0
3020,1
3021,0
3022,1
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0
3032,0
3033,1
3034,1
3035,0
3036,0
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3043,1
3044,0
3045,1
3046,0
3047,0
3048,1
3049,0
3050,1
3051,0
3052,0
3053,0
3054,0
3055,1
3056,0
3057,0
3058,1
3059,1
3060,0
3061,0
3062,0
3063,0
3064,0
3065,0
3066,0
3067,0
3068,0
3069,1
3070,1
3071,1
3072,0
3073,0
3074,0
3075,0
3076,1
3077,0
3078,0
3079,1
3080,1
3081,0
3082,1
3083,0
3084,0
3085,0
3086,0
3087,0
3088,0
3089,0
3090,0
3091,0
3092,1
3093,1
3094,1
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,1
3105,0
3106,0
3107,0
3108,0
3109,1
3110,0
3111,0
3112,0
3113,0
3114,0
3115,0
3116,1
3117,0
3118,0
3119,1
3120,0
3121,0
3122,1
3123,0
3124,0
3125,1
3126,0
3127,0
3128,0
3129,0
3130,0
3131,0
3132,1
3133,1
3134,0
3135,1
3136,0
3137,0
3138,1
3139,1
3140,0
3141,1
3142,0
3143,0
3144,0
3145,1
3146,1
3147,1
3148,0
3149,0
3150,0
3151,0
3152,0
3153,0
3154,0
3155,0
3156,0
3157,1
3158,0
3159,0
3160,0
3161,0
3162,0
3163,0
3164,1
3165,0
3166,1
3167,1
3168,0
3169,0
3170,0
3171,0
3172,0
3173,1
3174,0
3175,0
3176,0
3177,0
3178,0
3179,1
3180,0
3181,0
3182,0
3183,0
3184,0
3185,0
3186,0
3187,0
3188,0
3189,0
3190,1
3191,0
3192,1
3193,1
3194,0
3195,0
3196,1
3197,1
3198,0
3199,0
3200,1
3201,0
3202,0
3203,0
3204,0
3205,0
3206,0
3207,1
3208,0
3209,0
3210,0
3211,0
3212,0
3213,1
3214,0
3215,1
3216,0
3217,0
3218,0
3219,0
3220,1
3221,0
3222,0
3223,0
3224,1
3225,0
3226,0
3227,0
3228,0
3229,0
3230,0
3231,0
3232,0
3233,1
3234,0
3235,0
3236,0
3237,0
3238,1
3239,1
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0
3246,0
3247,0
3248,0
3249,1
3250,0
3251,1
3252,0
3253,0
3254,1
3255,0
3256,1
3257,0
3258,1
3259,0
3260,1
3261,0
3262,0
3263,1
3264,1
3265,0
3266,0
3267,0
3268,0
3269,0
3270,0
3271,0
3272,0
3273,0
3274,0
3275,0
3276,1
3277,0
3278,1
3279,1
3280,1
3281,0
3282,1
3283,0
3284,0
3285,0
3286,0
3287,1
3288,0
3289,0
3290,0
3291,1
3292,0
3293,0
3294,0
3295,1
3296,0
3297,1
3298,0
3299,1
3300,0
3301,0
3302,1
3303,1
3304,0
3305,0
3306,1
3307,0
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0
3318,1
3319,1
3320,0
3321,0
3322,1
3323,1
3324,1
3325,0
3326,0
3327,0
3328,0
3329,0
3330,0
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0
3343,0
3344,0
3345,1
3346,0
3347,1
3348,0
3349,0
3350,0
3351,0
3352,0
3353,0
3354,0
3355,0
3356,0
3357,1
3358,0
3359,0
3360,0
3361,1
3362,1
3363,0
3364,0
3365,1
3366,1
3367,1
3368,1
3369,0
3370,1
3371,0
3372,0
3373,0
3374,0
3375,0
3376,0
3377,0
3378,1
3379,0
3380,1
3381,1
3382,1
3383,1
3384,0
3385,0
3386,1
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3395,1
3396,1
3397,0
3398,0
3399,0
3400,0
3401,1
3402,0
3403,0
3404,1
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,1
3413,1
3414,1
3415,0
3416,0
3417,0
3418,0
3419,0
3420,0
3421,0
3422,0
3423,0
3424,0
3425,1
3426,0
3427,0
3428,0
3429,0
3430,1
3431,0
3432,0
3433,0
3434,1
3435,0
3436,0
3437,0
3438,0
3439,0
3440,1
3441,0
3442,0
3443,0
3444,1
3445,0
3446,1
3447,0
3448,0
3449,0
3450,0
3451,0
3452,1
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0
3463,0
3464,1
3465,0
3466,0
3467,0
3468,1
3469,0
3470,0
3471,0
3472,0
3473,0
3474,0
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0
3486,1
3487,1
3488,1
3489,1
3490,0
3491,0
3492,0
3493,0
3494,1
3495,0
3496,0
3497,0
3498,0
3499,0
3500,1
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,1
3515,0
3516,0
3517,0
3518,0
3519,0
3520,0
3521,0
3522,0
3523,1
3524,1
3525,0
3526,0
3527,0
3528,0
3529,0
3530,1
3531,0
3532,0
3533,0
3534,1
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,0
3542,0
3543,1
3544,0
3545,0
3546,1
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,1
3554,0
3555,0
3556,0
3557,1
3558,1
3559,0
3560,0
3561,0
3562,0
3563,0
3564,0
3565,1
3566,0
3567,0
3568,1
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,1
3576,1
3577,0
3578,1
3579,0
3580,0
3581,0
3582,0
3583,0
3584,1
3585,1
3586,0
3587,0
3588,0
3589,1
3590,1
3591,0
3592,0
3593,0
3594,0
3595,0
3596,0
3597,0
3598,1
3599,0
3600,0
3601,0
3602,0
3603,1
3604,1
3605,1
3606,1
3607,0
3608,1
3609,0
3610,0
3611,1
3612,0
3613,0
3614,0
3615,0
3616,0
3617,1
3618,1
3619,0
3620,1
3621,0
3622,0
3623,0
3624,0
3625,1
3626,0
3627,0
3628,0
3629,1
3630,0
3631,1
3632,0
3633,0
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,0
3655,0
3656,0
3657,0
3658,0
3659,0
3660,0
3661,0
3662,0
3663,1
3664,0
3665,0
3666,0
3667,1
3668,0
3669,0
3670,1
3671,0
3672,1
3673,0
3674,1
3675,0
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,0
3683,0
3684,0
3685,1
3686,0
3687,0
3688,0
3689,1
3690,0
3691,0
3692,0
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,0
3700,0
3701,1
3702,1
3703,1
3704,0
3705,1
3706,0
3707,0
3708,0
3709,1
3710,0
3711,1
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,1
3719,1
3720,0
3721,0
3722,0
3723,1
3724,0
3725,0
3726,0
3727,0
3728,0
3729,0
3730,0
3731,1
3732,1
3733,0
3734,0
3735,0
3736,0
3737,0
3738,1
3739,0
3740,0
3741,0
3742,0
3743,1
3744,0
3745,1
3746,0
3747,0
3748,0
3749,0
3750,1
3751,0
3752,0
3753,0
3754,1
3755,0
3756,0
3757,0
3758,1
3759,0
3760,0
3761,0
3762,0
3763,0
3764,1
3765,0
3766,1
3767,0
3768,1
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,0
3776,1
3777,0
3778,1
3779,0
3780,0
3781,0
3782,0
3783,0
3784,0
3785,0
3786,1
3787,0
3788,0
3789,0
3790,1
3791,0
3792,1
3793,1
3794,1
3795,0
3796,1
3797,0
3798,0
3799,0
3800,1
3801,0
3802,1
3803,0
3804,0
3805,0
3806,0
3807,0
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,1
3816,0
3817,0
3818,0
3819,0
3820,1
3821,0
3822,1
3823,1
3824,0
3825,0
3826,0
3827,0
3828,0
3829,0
3830,0
3831,0
3832,1
3833,1
3834,0
3835,0
3836,0
3837,0
3838,0
3839,0
3840,1
3841,1
3842,0
3843,0
3844,0
3845,0
3846,0
3847,0
3848,1
3849,1
3850,0
3851,0
3852,0
3853,1
3854,0
3855,0
3856,0
3857,0
3858,0
3859,0
3860,0
3861,0
3862,0
3863,0
3864,1
3865,0
3866,0
3867,0
3868,1
3869,0
3870,0
3871,0
3872,0
3873,1
3874,1
3875,1
3876,0
3877,0
3878,0
3879,0
3880,1
3881,1
3882,0
3883,0
3884,0
3885,0
3886,1
3887,1
3888,0
3889,1
3890,0
3891,0
3892,0
3893,0
3894,1
3895,0
3896,0
3897,0
3898,0
3899,0
3900,1
3901,0
3902,0
3903,1
3904,0
3905,0
3906,0
3907,1
3908,1
3909,0
3910,0
3911,1
3912,1
3913,1
3914,0
3915,0
3916,0
3917,1
3918,0
3919,0
3920,0
3921,1
3922,1
3923,0
3924,1
3925,0
3926,0
3927,1
3928,0
3929,1
3930,1
3931,0
3932,1
3933,0
3934,0
3935,0
3936,0
3937,0
3938,1
3939,0
3940,0
3941,0
3942,1
3943,0
3944,0
3945,1
3946,0
3947,0
3948,0
3949,0
3950,1
3951,0
3952,0
3953,0
3954,0
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0
3961,1
3962,1
3963,1
3964,0
3965,0
3966,0
3967,0
3968,1
3969,0
3970,0
3971,0
3972,0
3973,0
3974,0
3975,0
3976,0
3977,0
3978,0
3979,0
3980,0
3981,1
3982,1
3983,0
3984,1
3985,0
3986,0
3987,0
3988,0
3989,0
3990,0
3991,1
3992,0
3993,0
3994,0
3995,0
3996,0
3997,0
3998,1
3999,0
4000,1
4001,1
4002,1
4003,0
4004,0
4005,1
4006,0
4007,1
4008,1
4009,1
4010,1
4011,0
4012,1
4013,0
4014,0
4015,0
4016,0
4017,0
4018,0
4019,0
4020,0
4021,1
4022,0
4023,0
4024,0
4025,1
4026,0
4027,0
4028,1
4029,0
4030,0
4031,0
4032,0
4033,1
4034,1
4035,0
4036,0
4037,1
4038,0
4039,1
4040,1
4041,1
4042,0
4043,1
4044,0
4045,1
4046,1
4047,0
4048,0
4049,0
4050,0
4051,0
4052,0
4053,0
4054,0
4055,0
4056,0
4057,1
4058,0
4059,1
4060,1
4061,0
4062,0
4063,0
4064,0
4065,0
4066,0
4067,0
4068,0
4069,1
4070,0
4071,0
4072,0
4073,1
4074,0
4075,0
4076,1
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0
4086,0
4087,0
4088,0
4089,0
4090,1
4091,0
4092,0
4093,0
4094,0
4095,0
4096,0
4097,0
4098,0
4099,0
4100,1
4101,0
4102,1
4103,0
4104,0
4105,0
4106,0
4107,0
4108,1
4109,1
4110,0
4111,0
4112,0
4113,1
4114,0
4115,0
4116,1
4117,1
4118,0
4119,0
4120,0
4121,1
4122,0
4123,0
4124,0
4125,0
4126,0
4127,0
4128,1
4129,1
4130,0
4131,0
4132,0
4133,0
4134,0
4135,0
4136,0
4137,1
4138,0
4139,0
4140,0
4141,0
4142,0
4143,0
4144,0
4145,0
4146,0
4147,0
4148,0
4149,0
4150,0
4151,1
4152,0
4153,0
4154,0
4155,0
4156,0
4157,1
4158,0
4159,0
4160,0
4161,0
4162,0
4163,0
4164,1
4165,0
4166,1
4167,1
4168,0
4169,0
4170,1
4171,0
4172,0
4173,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,0
4186,0
4187,0
4188,1
4189,0
4190,1
4191,1
4192,0
4193,0
4194,1
4195,0
4196,0
4197,1
4198,1
4199,1
4200,1
4201,0
4202,0
4203,1
4204,0
4205,0
4206,0
4207,1
4208,0
4209,1
4210,0
4211,0
4212,0
4213,0
4214,1
4215,0
4216,0
4217,0
4218,0
4219,0
4220,1
4221,0
4222,0
4223,0
4224,0
4225,1
4226,0
4227,0
4228,0
4229,0
4230,0
4231,0
4232,0
4233,0
4234,0
4235,1
4236,1
4237,0
4238,1
4239,0
4240,0
4241,0
4242,0
4243,0
4244,0
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,0
4253,1
4254,0
4255,0
4256,0
4257,1
4258,0
4259,0
4260,0
4261,0
4262,0
4263,0
4264,0
4265,0
4266,0
4267,0
4268,0
4269,0
4270,0
4271,0
4272,0
4273,1
4274,0
4275,0
4276,0
4277,0
4278,0
4279,1
4280,0
4281,0
4282,0
4283,0
4284,0
4285,0
4286,0
4287,1
4288,1
4289,1
4290,0
4291,0
4292,0
4293,0
4294,1
4295,0
4296,1
4297,0
4298,1
4299,0
4300,0
4301,0
4302,0
4303,1
4304,0
4305,1
4306,1
4307,0
4308,0
4309,1
4310,1
4311,1
4312,1
4313,1
4314,1
4315,0
4316,0
4317,1
4318,1
4319,0
4320,0
4321,0
4322,1
4323,1
4324,0
4325,0
4326,0
4327,0
4328,0
4329,0
4330,0
4331,0
4332,0
4333,0
4334,0
4335,0
4336,0
4337,0
4338,0
4339,0
4340,0
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4349,0
4350,0
4351,0
4352,0
4353,0
4354,0
4355,0
4356,0
4357,0
4358,1
4359,1
4360,0
4361,0
4362,0
4363,0
4364,0
4365,0
4366,1
4367,1
4368,1
4369,1
4370,0
4371,0
4372,1
4373,0
4374,0
4375,0
4376,1
4377,1
4378,0
4379,0
4380,0
4381,0
4382,1
4383,0
4384,0
4385,1
4386,1
4387,0
4388,1
4389,0
4390,0
4391,1
4392,1
4393,1
4394,0
4395,0
4396,0
4397,0
4398,0
4399,0
4400,0
4401,1
4402,1
4403,0
4404,0
4405,0
4406,0
4407,0
4408,0
4409,0
4410,0
4411,0
4412,1
4413,0
4414,0
4415,0
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,0
4426,0
4427,0
4428,0
4429,1
4430,0
4431,0
4432,0
4433,0
4434,0
4435,1
4436,0
4437,0
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,0
4445,0
4446,1
4447,0
4448,1
4449,0
4450,1
4451,0
4452,0
4453,0
4454,0
4455,1
4456,0
4457,0
4458,0
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,1
4468,0
4469,0
4470,0
4471,0
4472,0
4473,0
4474,0
4475,0
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4482,0
4483,0
4484,0
4485,1
4486,0
4487,0
4488,0
4489,0
4490,0
4491,0
4492,0
4493,0
4494,0
4495,1
4496,0
4497,0
4498,0
4499,0
4500,1
4501,0
4502,0
4503,0
4504,0
4505,0
4506,0
4507,0
4508,0
4509,1
4510,0
4511,1
4512,1
4513,0
4514,0
4515,0
4516,0
4517,0
4518,1
4519,0
4520,0
4521,1
4522,0
4523,0
4524,0
4525,1
4526,0
4527,0
4528,0
4529,1
4530,0
4531,0
4532,0
4533,0
4534,0
4535,0
4536,1
4537,0
4538,0
4539,0
4540,1
4541,0
4542,0
4543,0
4544,0
4545,1
4546,0
4547,0
4548,0
4549,0
4550,0
4551,0
4552,1
4553,0
4554,0
4555,1
4556,0
4557,0
4558,0
4559,0
4560,0
4561,0
4562,0
4563,1
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0
4573,0
4574,0
4575,1
4576,1
4577,0
4578,0
4579,0
4580,1
4581,0
4582,0
4583,0
4584,0
4585,0
4586,0
4587,0
4588,1
4589,1
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,1
4597,0
4598,0
4599,0
4600,0
4601,0
4602,1
4603,1
4604,0
4605,0
4606,0
4607,0
4608,0
4609,0
4610,1
4611,0
4612,0
4613,1
4614,0
4615,0
4616,0
4617,0
4618,0
4619,1
4620,0
4621,0
4622,0
4623,0
4624,1
4625,0
4626,1
4627,0
4628,0
4629,0
4630,0
4631,1
4632,1
4633,1
4634,1
4635,0
4636,0
4637,1
4638,0
4639,0
4640,1
4641,0
4642,1
4643,0
4644,0
4645,0
4646,1
4647,1
4648,0
4649,1
4650,0
4651,0
4652,1
4653,0
4654,0
4655,0
4656,1
4657,1
4658,0
4659,0
4660,1
4661,1
4662,0
4663,0
4664,0
4665,1
4666,0
4667,0
4668,1
4669,0
4670,1
4671,1
4672,1
4673,0
4674,0
4675,0
4676,1
4677,1
4678,0
4679,1
4680,1
4681,0
4682,0
4683,0
4684,0
4685,0
4686,0
4687,0
4688,1
4689,0
4690,0
4691,0
4692,0
4693,0
4694,0
4695,1
4696,1
4697,0
4698,0
4699,1
4700,1
4701,0
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0
4708,0
4709,1
4710,0
4711,0
4712,0
4713,0
4714,0
4715,0
4716,1
4717,0
4718,1
4719,0
4720,0
4721,0
4722,0
4723,0
4724,0
4725,1
4726,0
4727,0
4728,0
4729,0
4730,1
4731,1
4732,1
4733,0
4734,0
4735,0
4736,0
4737,0
4738,0
4739,0
4740,0
4741,0
4742,0
4743,0
4744,0
4745,0
4746,0
4747,0
4748,1
4749,0
4750,0
4751,0
4752,0
4753,1
4754,0
4755,0
4756,0
4757,0
4758,1
4759,0
4760,0
4761,0
4762,1
4763,0
4764,0
4765,0
4766,0
4767,0
4768,0
4769,0
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,1
4779,0
4780,0
4781,0
4782,0
4783,0
4784,0
4785,1
4786,0
4787,0
4788,0
4789,0
4790,1
4791,0
4792,0
4793,1
4794,0
4795,0
4796,0
4797,0
4798,1
4799,1
4800,0
4801,0
4802,0
4803,0
4804,0
4805,0
4806,1
4807,0
4808,0
4809,0
4810,0
4811,0
4812,0
4813,0
4814,0
4815,1
4816,0
4817,0
4818,0
4819,0
4820,0
4821,0
4822,0
4823,0
4824,0
4825,0
4826,0
4827,0
4828,1
4829,1
4830,0
4831,0
4832,0
4833,0
4834,0
4835,0
4836,1
4837,0
4838,0
4839,0
4840,0
4841,1
4842,0
4843,0
4844,0
4845,0
4846,1
4847,1
4848,1
4849,0
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,1
4859,0
4860,0
4861,0
4862,1
4863,1
4864,0
4865,0
4866,0
4867,0
4868,1
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,0
4877,1
4878,0
4879,0
4880,1
4881,1
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4894,0
4895,1
4896,0
4897,0
4898,0
4899,0
4900,0
4901,0
4902,1
4903,0
4904,1
4905,0
4906,0
4907,0
4908,0
4909,0
4910,1
4911,0
4912,1
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,0
4920,1
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,1
4930,0
4931,0
4932,0
4933,0
4934,1
4935,0
4936,1
4937,1
4938,1
4939,0
4940,1
4941,0
4942,0
4943,0
4944,1
4945,0
4946,0
4947,0
4948,0
4949,1
4950,1
4951,0
4952,0
4953,0
4954,0
4955,0
4956,1
4957,0
4958,0
4959,0
4960,0
4961,1
4962,0
4963,1
4964,0
4965,1
4966,0
4967,0
4968,1
4969,0
4970,1
4971,1
4972,0
4973,1
4974,0
4975,0
4976,0
4977,1
4978,0
4979,1
4980,1
4981,1
4982,1
4983,0
4984,0
4985,0
4986,0
4987,0
4988,1
4989,1
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,0
4998,0
4999,0
5000,0
5001,0
5002,0
5003,0
5004,0
5005,0
5006,1
5007,0
5008,1
5009,0
5010,0
5011,0
5012,0
5013,0
5014,0
5015,1
5016,0
5017,0
5018,0
5019,0
5020,0
5021,1
5022,1
5023,0
5024,1
5025,0
5026,0
5027,0
5028,0
5029,0
5030,0
5031,0
5032,0
5033,0
5034,1
5035,0
5036,0
5037,0
5038,1
5039,1
5040,0
5041,0
5042,0
5043,0
5044,0
5045,1
5046,1
5047,1
5048,0
5049,0
5050,1
5051,0
5052,1
5053,0
5054,0
5055,1
5056,0
5057,0
5058,0
5059,1
5060,0
5061,0
5062,0
5063,0
5064,1
5065,0
5066,1
5067,1
5068,0
5069,0
5070,0
5071,0
5072,1
5073,0
5074,0
5075,0
5076,0
5077,0
5078,0
5079,1
5080,0
5081,0
5082,0
5083,0
5084,0
5085,1
5086,1
5087,1
5088,0
5089,1
5090,0
5091,1
5092,0
5093,0
5094,0
5095,1
5096,0
5097,1
5098,0
5099,0
5100,0
5101,1
5102,0
5103,0
5104,1
5105,0
5106,0
5107,0
5108,1
5109,0
5110,1
5111,0
5112,1
5113,1
5114,1
5115,0
5116,0
5117,1
5118,0
5119,1
5120,1
5121,0
5122,1
5123,0
5124,0
5125,0
5126,0
5127,0
5128,1
5129,0
5130,0
5131,0
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0
5140,0
5141,0
5142,0
5143,0
5144,0
5145,1
5146,0
5147,0
5148,1
5149,0
5150,0
5151,0
5152,0
5153,0
5154,0
5155,1
5156,0
5157,0
5158,0
5159,1
5160,1
5161,0
5162,1
5163,1
5164,0
5165,1
5166,0
5167,0
5168,0
5169,0
5170,0
5171,0
5172,0
5173,0
5174,1
5175,1
5176,0
5177,0
5178,0
5179,0
5180,0
5181,0
5182,0
5183,0
5184,0
5185,0
5186,0
5187,1
5188,0
5189,0
5190,0
5191,0
5192,0
5193,1
5194,0
5195,0
5196,0
5197,1
5198,0
5199,1
5200,0
5201,0
5202,0
5203,0
5204,0
5205,1
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,1
5214,0
5215,0
5216,0
5217,0
5218,1
5219,0
5220,1
5221,0
5222,0
5223,0
5224,0
5225,0
5226,0
5227,0
5228,0
5229,0
5230,0
5231,0
5232,1
5233,1
5234,0
5235,0
5236,0
5237,0
5238,0
5239,0
5240,1
5241,1
5242,0
5243,1
5244,1
5245,1
5246,0
5247,0
5248,0
5249,0
5250,1
5251,0
5252,1
5253,1
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,1
5261,1
5262,1
5263,0
5264,0
5265,0
5266,0
5267,0
5268,0
5269,0
5270,0
5271,1
5272,0
5273,0
5274,0
5275,0
5276,0
5277,1
5278,1
5279,0
5280,1
5281,0
5282,0
5283,0
5284,1
5285,0
5286,0
5287,0
5288,0
5289,0
5290,1
5291,0
5292,1
5293,1
5294,0
5295,0
5296,1
5297,0
5298,0
5299,1
5300,0
5301,0
5302,0
5303,0
5304,0
5305,1
5306,0
5307,1
5308,0
5309,1
5310,0
5311,0
5312,0
5313,0
5314,0
5315,1
5316,1
5317,0
5318,0
5319,0
5320,0
5321,1
5322,0
5323,0
5324,0
5325,0
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,0
5333,0
5334,0
5335,0
5336,1
5337,0
5338,0
5339,0
5340,0
5341,0
5342,0
5343,1
5344,1
5345,0
5346,0
5347,0
5348,0
5349,0
5350,0
5351,0
5352,0
5353,0
5354,0
5355,0
5356,0
5357,0
5358,0
5359,0
5360,0
5361,0
5362,0
5363,1
5364,1
5365,1
5366,0
5367,0
5368,0
5369,0
5370,0
5371,0
5372,0
5373,0
5374,1
5375,1
5376,0
5377,0
5378,0
5379,0
5380,0
5381,1
5382,1
5383,0
5384,0
5385,0
5386,0
5387,0
5388,0
5389,0
5390,0
5391,0
5392,0
5393,0
5394,0
5395,0
5396,0
5397,0
5398,0
5399,0
5400,0
5401,1
5402,1
5403,1
5404,0
5405,0
5406,0
5407,0
5408,0
5409,0
5410,0
5411,0
5412,1
5413,1
5414,0
5415,0
5416,0
5417,1
5418,0
5419,1
5420,0
5421,0
5422,0
5423,0
5424,1
5425,1
5426,0
5427,1
5428,0
5429,0
5430,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,0
5437,1
5438,1
5439,0
5440,0
5441,0
5442,1
5443,0
5444,0
5445,1
5446,0
5447,1
5448,0
5449,0
5450,0
5451,0
5452,0
5453,0
5454,0
5455,0
5456,1
5457,1
5458,1
5459,0
5460,0
5461,1
5462,0
5463,0
5464,0
5465,0
5466,1
5467,0
5468,0
5469,0
5470,1
5471,0
5472,0
5473,1
5474,0
5475,0
5476,0
5477,0
5478,1
5479,1
5480,1
5481,0
5482,0
5483,0
5484,1
5485,1
5486,0
5487,1
5488,0
5489,0
5490,0
5491,0
5492,0
5493,0
5494,0
5495,1
5496,0
5497,1
5498,1
5499,0
5500,0
5501,0
5502,0
5503,0
5504,0
5505,0
5506,0
5507,0
5508,0
5509,1
5510,0
5511,0
5512,0
5513,0
5514,0
5515,0
5516,1
5517,0
5518,0
5519,0
5520,1
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0
5527,0
5528,0
5529,1
5530,0
5531,0
5532,0
5533,0
5534,1
5535,0
5536,0
5537,1
5538,0
5539,0
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,1
5547,0
5548,0
5549,0
5550,0
5551,0
5552,0
5553,0
5554,1
5555,1
5556,0
5557,0
5558,0
5559,0
5560,0
5561,0
5562,1
5563,0
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,1
5572,0
5573,1
5574,1
5575,1
5576,0
5577,0
5578,0
5579,0
5580,0
5581,1
5582,0
5583,0
5584,0
5585,0
5586,0
5587,0
5588,0
5589,0
5590,0
5591,0
5592,1
5593,1
5594,0
5595,0
5596,0
5597,0
5598,0
5599,1
5600,0
5601,0
5602,0
5603,0
5604,0
5605,0
5606,0
5607,1
5608,0
5609,1
5610,0
5611,0
5612,1
5613,1
5614,0
5615,1
5616,1
5617,0
5618,1
5619,1
5620,1
5621,1
5622,1
5623,1
5624,1
5625,0
5626,0
5627,0
5628,0
5629,0
5630,0
5631,1
5632,0
5633,1
5634,0
5635,0
5636,0
5637,0
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,0
5645,0
5646,0
5647,1
5648,1
5649,0
5650,1
5651,1
5652,1
5653,0
5654,1
5655,0
5656,0
5657,0
5658,0
5659,0
5660,0
5661,0
5662,0
5663,0
5664,1
5665,0
5666,0
5667,0
5668,0
5669,0
5670,0
5671,0
5672,0
5673,0
5674,0
5675,0
5676,1
5677,0
5678,0
5679,0
5680,0
5681,0
5682,1
5683,0
5684,1
5685,1
5686,1
5687,0
5688,0
5689,0
5690,0
5691,0
5692,0
5693,0
5694,0
5695,1
5696,1
5697,0
5698,0
5699,0
5700,0
5701,1
5702,1
5703,0
5704,0
5705,0
5706,0
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,1
5715,0
5716,0
5717,1
5718,0
5719,1
5720,0
5721,0
5722,0
5723,0
5724,1
5725,1
5726,1
5727,0
5728,0
5729,0
5730,0
5731,0
5732,0
5733,1
5734,1
5735,0
5736,0
5737,1
5738,0
5739,0
5740,0
5741,0
5742,0
5743,1
5744,0
5745,1
5746,0
5747,1
5748,1
5749,0
5750,0
5751,0
5752,1
5753,1
5754,0
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0
5767,1
5768,0
5769,0
5770,0
5771,0
5772,1
5773,0
5774,1
5775,0
5776,0
5777,1
5778,0
5779,1
5780,0
5781,0
5782,0
5783,0
5784,1
5785,0
5786,0
5787,0
5788,0
5789,0
